"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","qty_rice_gift","qty_rice_pay","qty_rice_feed","qty_rice_seed","qty_rice_lost","qty_rice_processed","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","qty_cashew_gift","qty_cashew_pay","qty_cashew_feed","qty_cashew_seed","qty_cashew_lost","qty_cashew_processed","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID645324",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.893,1.893,2520,0,2520,0,0,0,0,0,0,1,1,0.9937008,0.9937008,0,10080000,4000
"HID645371",4,"Tonle Sap",1,0.5,0.5,1000,0,0,0,0,0,0,0,0,9e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645387",9,"Coastal",1,0.300000011920929,0.300000011920929,500,0,0,0,0,0,0,0,0,425000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645464",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645516",20,"Plain",1,0.600000023841858,0.600000023841858,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645596",14,"Plain",1,5,5,30000,0,28000,0,0,0,2000,0,0,22500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645635",14,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645757",10,"Mountain",1,0.100000001490116,0.100000001490116,200,0,0,0,0,0,0,0,0,2e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645911",5,"Mountain",1,0.100000001490116,0.100000001490116,400,0,0,0,0,0,0,0,0,4e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645986",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID645988",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646009",25,"Plain",1,0.5,0.5,800,0,0,0,0,0,0,0,0,680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646162",10,"Mountain",1,1,1,2500,1000,1500,0,0,0,0,0,0,2500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646192",25,"Plain",1,0.330000013113022,0.330000013113022,1200,0,0,0,0,0,0,0,0,1020000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646194",4,"Tonle Sap",1,9,9,18000,2000,13000,0,0,0,3000,0,0,14400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646333",20,"Plain",1,0.800000011920929,0.800000011920929,1200,0,0,0,0,0,0,0,0,984000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646389",15,"Tonle Sap",1,0.720000028610229,0.720000028610229,6000,5500,0,0,0,0,500,0,0,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646506",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646570",8,"Plain",1,0.699999988079071,0.699999988079071,1500,1000,500,0,0,0,0,0,0,1200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646628",6,"Tonle Sap",1,1,1,2900,0,0,0,0,0,0,0,0,2610000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646655",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646657",1,"Tonle Sap",1,2.5,2.5,7000,2500,3000,0,0,100,500,250,200,7e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646688",3,"Plain",1,0.600000023841858,0.600000023841858,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646706",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646803",3,"Plain",1,0.699999988079071,0.699999988079071,2500,1900,500,0,0,0,100,0,0,2500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646869",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646889",6,"Tonle Sap",1,0.680000007152557,0.680000007152557,2000,0,0,0,0,0,0,0,0,1800000,1,1,1,600,0,600,0,0,0,0,0,0,1,1,0.55803567,0.55803567,0,2100000,3500
"HID646918",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646928",14,"Plain",1,0.649999976158142,0.649999976158142,3500,1500,2000,0,0,0,0,0,0,2870000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646929",4,"Tonle Sap",1,3,3,6560,0,4000,0,0,0,0,0,0,5313600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646934",15,"Tonle Sap",1,0.540000021457672,0.540000021457672,1400,1000,400,0,0,0,0,0,0,1260000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646939",22,"Tonle Sap",1,1.5,1.5,2500,1000,1300,0,0,0,200,0,0,2075000,1,1.5,1.5,2000,0,2000,0,0,0,0,0,0,1,1,0.3588517,0.3588517,0,10000000,5000
"HID646959",8,"Plain",1,0.5,0.5,5000,500,2000,2000,0,0,0,0,0,4e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID646975",19,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647182",8,"Plain",1,0.200000002980232,0.200000002980232,700,0,0,0,0,0,0,0,0,560000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647194",21,"Plain",1,0.670000016689301,0.670000016689301,1610,1400,210,0,0,0,0,0,0,1449000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647209",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1000,0,1000,0,0,0,0,0,0,1,1,0.23866348,0.23866348,0,4000000,4000
"HID647264",13,"Mountain",1,2,2,1400,0,0,0,0,0,0,0,0,1260000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647324",7,"Coastal",1,2,2,5000,40,60,0,0,3,5,0,0,5e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647370",18,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647552",14,"Plain",1,2,2,8000,4000,4000,0,0,0,0,0,0,6800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647559",14,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647660",8,"Plain",1,3,3,18000,0,18000,0,0,0,0,0,0,14940000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647682",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.8,4.8,4000,0,4000,0,0,0,0,0,0,1,1,0.71005923,0.71005923,0,16000000,4000
"HID647708",17,"Tonle Sap",1,1,1,1500,0,0,0,0,0,0,0,0,1350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647725",3,"Plain",1,1.79999995231628,1.79999995231628,4500,1500,3000,0,0,0,0,0,0,3825000,1,2.3,2.3,2500,0,2500,0,0,0,0,0,0,1,1,0.55488539,0.55488539,0,10000000,4000
"HID647899",22,"Tonle Sap",1,3,3,6000,3000,3000,0,0,0,0,0,0,5850000,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3137255,0.3137255,0,NA,NA
"HID647914",23,"Coastal",1,0.579999983310699,0.579999983310699,780,0,0,0,0,0,0,0,0,702000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647926",21,"Plain",1,1.25,1.25,2800,0,0,0,0,0,0,0,0,2380000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID647939",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648093",21,"Plain",1,0.379999995231628,0.379999995231628,1600,1495,0,0,0,0,100,5,0,1360000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648108",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2500,0,2500,0,0,0,0,0,0,1,1,1,0.9868421,0,10000000,4000
"HID648229",1,"Tonle Sap",1,4,4,5300,2000,3300,0,0,0,0,0,0,4505000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648231",23,"Coastal",1,0.100000001490116,0.100000001490116,360,0,0,0,0,0,0,0,0,324000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648248",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648334",8,"Plain",1,0.300000011920929,0.300000011920929,2325,0,0,0,0,0,0,0,0,1860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648343",21,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648432",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID648477",19,"Mountain",1,1,1,1500,0,0,0,0,0,0,0,0,1500000,1,5,6.8,5000,0,5000,0,0,0,0,0,0,1,1,0.4519774,0.4519774,0,20000000,4000
"HID648529",4,"Tonle Sap",1,1.5,1.5,1140,0,0,0,0,0,0,0,0,1026000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
