"hhid","province","raised_Poultry","raised_cattle_buffalo","raised_Livestock","raised_Livestock_Poultry","ag_hh_homelot","ag_area_homelot","ag_hh_parcel","ag_area_parcel","ag_hh","ag_area","zone","fhh","edu_hh","edu_hh_head","covid_shock","ag_comm","ag_assoc","ag_comm_assoc","animal_area","animal_ded_area","homelot_area","parcel_area","holding_area","animal_area_rate","rice","rice_harv_sold_pct","sold_rice","rice_area_agland_pct","rice_area_total_pct","rice_price_impt","value_rice_prod","rice_price","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","qty_cashew_gift","qty_cashew_pay","qty_cashew_feed","qty_cashew_seed","qty_cashew_lost","qty_cashew_processed","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price","animal_disease","irrigation","drought","flood","ag_extension_training","family_hours","family_full_days","family_work_days"
"HID208780",20,1,1,1,1,1,0.0625,1,1,1,1.0625,"Plain",0,3,1,0,0,0,0,0.0015000000130385,1,0.0625,1,1.0625,0.0014117648,1,0,0,0.94117647,0.94117647,1,2050000,820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,824,103,512
"HID208975",17,1,0,1,1,1,0.4,1,1.39999997615814,1,1.8,"Tonle Sap",1,2,1,0,0,0,0,0.003000000026077,1,0.4,1.39999997615814,1.8,0.0016666667,1,0.27777779,1,0.77777779,0.77777779,0,1530000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,2667,333.375,429
"HID209127",5,1,0,0,1,1,0.08,1,0.0549999997019768,1,0.13499999,"Mountain",0,1,1,0,1,0,1,NA,0,0.08,0.0549999997019768,0.13499999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2180,272.5,340
"HID209167",10,1,0,0,1,1,0.01,1,1.79999995231628,1,1.8099999,"Mountain",0,2,1,0,0,0,0,NA,0,0.01,1.79999995231628,1.8099999,NA,0,NA,NA,NA,NA,0,NA,NA,1,1.8,1.8,1000,0,1000,0,0,0,0,0,0,1,1,0.99447519,0.99447519,0,4500000,4500,0,0,0,0,0,5760,720,720
"HID209232",4,NA,NA,NA,NA,0,0,1,0.5,1,0.5,"Tonle Sap",1,2,2,0,0,0,0,NA,0,0.0072,0.5,0.5072,NA,1,0,0,1,0.98580444,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,2112,264,264
"HID209252",14,1,0,0,1,1,0.2,1,0.5,1,0.69999999,"Plain",0,2,2,0,0,0,0,0.0010000000474975,1,0.2,0.5,0.69999999,0.0014285715,1,0,0,0.71428573,0.71428573,1,1232500,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,460,57.5,140
"HID209319",21,1,0,0,1,1,0.03,1,0.3,1,0.33000001,"Plain",1,2,1,0,0,0,0,0.0199999995529652,1,0.03,0.300000011920929,0.33000001,0.060606059,1,0,0,0.90909094,0.90909094,1,1020000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,285,35.625,255
"HID209344",3,NA,NA,NA,NA,0,0,1,3.5,1,3.5,"Plain",0,2,1,0,0,0,0,NA,0,0.024,3.5,3.5239999,NA,1,0.5714286,1,0.42857143,0.42565268,0,2275000,650,1,2,2,2500,0,2500,0,0,0,0,0,0,1,1,0.5714286,0.56753689,0,8750000,3500,0,1,0,0,0,4680,585,1080
"HID209350",2,0,1,1,1,1,0.072,1,0.479999989271164,1,0.55199999,"Tonle Sap",0,2,1,0,0,0,0,0.0020000000949949,1,0.072,0.479999989271164,0.55199999,0.0036231887,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,828,103.5,276
"HID209391",21,1,1,1,1,1,0.03,1,1.3,1,1.33,"Plain",0,2,1,0,0,0,0,0.0010000000474975,1,0.03,1.30000001192093,1.33,0.00075187971,1,0.23255815,1,0.97744358,0.97744358,0,4300000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1080,135,720
"HID209514",8,NA,NA,NA,NA,1,0.07,1,0.699999988079071,1,0.76999998,"Plain",1,2,0,1,1,1,1,NA,0,0.07,0.699999988079071,0.76999998,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,1620,202.5,300
"HID209529",13,0,1,1,1,1,0.18,1,7,1,7.1799998,"Mountain",1,1,0,1,1,0,1,NA,0,0.18,7,7.1799998,NA,1,0,0,0.69637883,0.69637883,1,1440000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,6080,760,760
"HID209604",25,1,1,1,1,1,0.099,1,0.64,1,0.73900002,"Plain",0,2,1,0,0,0,0,NA,0,0.099,0.640000000596046,0.73900002,NA,1,0,0,0.86603516,0.86603516,1,1785000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,360,45,90
"HID209629",4,1,0,0,1,1,0.024,1,2,1,2.0239999,"Tonle Sap",0,2,2,0,0,0,0,0.0005000000237487,1,0.024,2,2.0239999,0.00024703558,1,0.5,1,0.98814231,0.98814231,0,6400000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,148,18.5,54
"HID209660",6,1,0,0,1,1,0.15,1,3,1,3.1500001,"Tonle Sap",0,1,1,0,0,0,0,0.003000000026077,1,0.15,3,3.1500001,0.00095238094,0,NA,NA,NA,NA,0,NA,NA,1,1,1,1000,0,1000,0,0,0,0,0,0,1,1,0.3174603,0.3174603,0,3500000,3500,0,0,0,0,0,4470,558.75,585
"HID209668",2,NA,NA,NA,NA,1,0.0055,1,0.15,1,0.15549999,"Tonle Sap",1,2,0,0,0,0,0,NA,0,0.0055,0.150000005960465,0.15550001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,4600,575,575
"HID209710",14,0,1,1,1,1,0.008,1,1,1,1.008,"Plain",0,2,1,1,0,0,0,0.0017999999690801,1,0.008,1,1.008,0.0017857142,1,0,0,0.99206346,0.99206346,1,3400000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2556,319.5,756
"HID209744",25,1,0,0,1,1,0.045,1,2.09999998807907,1,2.145,"Plain",0,3,2,0,0,0,0,0.0010000000474975,1,0.045,2.10000002384186,2.145,0.00046620049,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2520,315,480
"HID209750",13,1,0,0,1,1,0.1344,1,5.5,1,5.6343999,"Mountain",0,2,1,0,0,0,0,NA,0,0.1344,5.5,5.6343999,NA,1,0,0,0.44370297,0.44370297,1,2700000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1800,225,225
"HID209756",24,0,1,1,1,1,0.432,1,1,1,1.432,"Tonle Sap",0,2,1,0,0,0,0,0.0024000001139939,1,0.432,1,1.432,0.0016759777,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2400,300,300
"HID209765",7,1,0,0,1,1,0.026,1,4.32499990463257,1,4.3509998,"Coastal",0,2,2,0,0,1,1,0.0015999999595806,1,0.026,4.32499995268881,4.3509998,0.00036773155,1,0.69696969,1,0.5975638,0.5975638,0,3465000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,5008,626,868
"HID209829",21,1,0,0,1,1,0.16,1,0.259999996423721,1,0.41999999,"Plain",1,2,1,0,0,0,0,NA,0,0.16,0.259999997913837,0.41999999,NA,1,0,0,0.61904764,0.61904764,1,510000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,409,51.125,389
"HID209849",25,NA,NA,NA,NA,1,0.12,1,1.5,1,1.62,"Plain",0,2,0,0,0,0,0,NA,0,0.12,1.50000002980232,1.62,NA,1,0.66666669,1,0.92592591,0.92592591,0,6900000,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,472,59,118
"HID209945",2,NA,NA,NA,NA,1,0.2,1,5.29999995231628,1,5.5,"Tonle Sap",0,2,1,0,0,0,0,NA,0,0.2,5.29999995231628,5.5,NA,1,0.5,1,0.63636363,0.63636363,0,8900000,890,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,1350,168.75,270
"HID209969",12,1,0,0,1,0,0,1,0.379999995231628,1,0.38,"Phnom Penh",0,2,2,0,0,0,0,NA,0,0.3,0.379999995231628,0.68000001,NA,1,0,0,1,0.55882353,1,780000,1300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,98,12.25,50
"HID210064",5,1,0,1,1,1,0.08,1,0.579999983310699,1,0.65999997,"Mountain",0,2,2,1,0,0,0,0.0199999995529652,1,0.08,0.579999983310699,0.65999997,0.030303031,1,0,0,0.87878788,0.87878788,1,1100000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,2200,275,800
"HID210074",14,1,0,0,1,1,0.084,1,2.5,1,2.5840001,"Plain",0,2,2,1,0,0,0,0.0024999999441206,1,0.084,2.5,2.5840001,0.00096749217,1,0.6557377,1,0.96749222,0.96749222,0,5124000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,1,120,15,30
"HID210157",5,1,0,0,1,1,0.069,1,1.37999998807907,1,1.449,"Mountain",0,3,2,0,0,0,0,0.0199999995529652,1,0.069,1.37999999523163,1.449,0.013802622,1,0.41666666,1,0.95238096,0.95238096,0,4140000,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,456,57,180
"HID210175",9,0,1,1,1,1,0.175,1,1.8,1,1.975,"Coastal",0,2,0,0,1,1,1,0.0055999998003244,1,0.175,1.80000001192093,1.975,0.002835443,1,0,0,0.91139239,0.91139239,1,1275000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,405,50.625,90
"HID210201",8,NA,NA,NA,NA,1,0.045,1,0.4,1,0.44499999,"Plain",1,1,1,0,0,0,0,NA,0,0.045,0.400000005960464,0.44499999,NA,1,0,0,0.89887643,0.89887643,1,864000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,540,67.5,180
"HID210328",1,NA,NA,NA,NA,0,0,1,4,1,4,"Tonle Sap",1,2,0,1,0,0,0,NA,0,0.024,4,4.0240002,NA,1,0.69999999,1,1,0.99403572,0,3350000,670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,432,54,56
"HID210374",9,NA,NA,NA,NA,0,0,1,1.5,1,1.5,"Coastal",0,2,2,0,1,1,1,NA,0,0.012,1.5,1.512,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,2700,337.5,480
"HID210442",14,0,1,1,1,1,0.21,1,0.949999988079071,1,1.16,"Plain",1,2,0,0,0,0,0,0.0010000000474975,1,0.21,0.949999988079071,1.16,0.00086206902,1,0.375,1,0.81896555,0.81896555,0,1600000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1370,171.25,314
"HID210491",15,NA,NA,NA,NA,1,0.018,1,5,1,5.0180001,"Tonle Sap",0,2,2,1,0,0,0,NA,0,0.018,5,5.0180001,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,1,200,0,200,0,0,0,0,0,0,1,1,0.19928257,0.19928257,0,600000,3000,0,1,0,1,1,2358,294.75,414
"HID210518",14,0,1,1,1,1,0.02,1,1.69999998807907,1,1.72,"Plain",0,2,2,0,0,0,0,0.0031999999191612,1,0.02,1.69999998807907,1.72,0.001860465,1,0.80000001,1,0.98837209,0.98837209,0,12750000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2120,265,295
"HID210603",25,NA,NA,NA,NA,0,0,1,0.448,1,0.44800001,"Plain",0,2,0,0,0,0,0,NA,0,0.045,0.448000013828278,0.49300003,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1200,150,150
"HID210640",1,1,1,1,1,1,0.04,0,0,1,0.039999999,"Tonle Sap",0,2,0,0,0,0,0,NA,0,0.04,NA,0.039999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0,22,2.75,16
"HID210678",20,1,1,1,1,1,0.5,1,1,1,1.5,"Plain",0,2,2,0,0,0,0,0.0049999998882413,1,0.5,1,1.5,0.0033333332,1,0,0,0.66666669,0.66666669,1,2050000,820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1080,135,1080
"HID210836",NA,1,0,0,1,1,0.19,1,0.449999988079071,1,0.63999999,"",1,2,0,0,0,0,0,0.0010000000474975,1,0.19,0.449999988079071,0.63999999,0.0015625001,1,0,0,0.703125,0.703125,1,1700000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,84,10.5,42
"HID210899",16,1,1,1,1,1,0.017,1,4,1,4.0170002,"Mountain",0,2,1,1,0,0,0,0.0015000000130385,1,0.017,4,4.0170002,0.00037341297,1,0,0,0.24894199,0.24894199,1,1200000,800,1,2,2,2800,0,2800,0,0,0,0,0,0,1,1,0.49788398,0.49788398,0,9520000,3400,0,0,0,0,0,7840,980,860
"HID210907",17,NA,NA,NA,NA,1,0.04,0,0,1,0.039999999,"Tonle Sap",0,1,1,0,0,0,0,NA,0,0.04,NA,0.039999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1,0.125,1
"HID210916",7,1,1,1,1,1,0.16,1,0.0199999995529652,1,0.17999999,"Coastal",1,2,2,0,0,0,0,0.0099999997764826,1,0.16,0.0199999995529652,0.17999999,0.055555556,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,80,10,80
"HID210923",21,1,1,1,1,1,0.25,1,2.94000002741814,1,3.1900001,"Plain",0,2,1,0,0,0,0,0.0040000001899898,1,0.25,2.94000002741814,3.1900001,0.0012539185,1,0.82025164,1,0.31347963,0.31347963,0,15021000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,4032,504,684
"HID210938",25,NA,NA,NA,NA,1,0.045,1,0.5,1,0.54500002,"Plain",0,2,1,0,0,0,0,NA,0,0.045,0.5,0.54500002,NA,1,0,0,0.91743118,0.91743118,1,773500,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,360,45,90
"HID210979",23,1,0,0,1,1,0.04,1,0.19,1,0.23,"Coastal",0,2,2,0,0,0,0,0.0027000000700355,1,0.04,0.190000005066395,0.23,0.01173913,1,0,0,0.43478259,0.43478259,1,432000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,150,18.75,60
"HID211025",14,1,0,0,1,1,0.06,0,0,1,0.059999999,"Plain",0,3,3,0,0,0,0,0.003000000026077,1,0.06,NA,0.059999999,0.050000001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3048,381,804
"HID211092",8,NA,NA,NA,NA,0,0,1,1.28999996185303,1,1.29,"Plain",0,3,1,0,0,0,0,NA,0,0.015,1.28999996185303,1.3049999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,744,93,144
"HID211144",22,1,0,0,1,1,0.3,1,6,1,6.3000002,"Tonle Sap",0,2,2,1,0,0,0,NA,0,0.3,6,6.3000002,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,1,960,120,120
"HID211187",2,NA,NA,NA,NA,0,0,1,2.5,1,2.5,"Tonle Sap",0,2,2,0,1,1,1,NA,0,0.024,2.5,2.5239999,NA,1,0.40714285,1,2,1.9809827,0,11900000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,1,136,17,38
"HID211258",23,1,1,1,1,1,0.05,1,0.45,1,0.5,"Coastal",0,2,2,0,0,0,0,0.0020000000949949,1,0.05,0.450000017881393,0.5,0.0040000002,1,0,0,0.89999998,0.89999998,1,918000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,172,21.5,88
"HID211290",14,0,1,1,1,1,0.075,1,1.65,1,1.725,"Plain",1,2,1,0,0,0,0,0.0199999995529652,1,0.075,1.65000002086163,1.725,0.011594202,1,0.45454547,1,0.95652169,0.95652169,0,9350000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2934,366.75,738
"HID211332",17,NA,NA,NA,NA,1,0.12,1,1,1,1.12,"Tonle Sap",1,2,1,0,0,0,0,NA,0,0.12,1,1.12,NA,1,0,0,0.89285713,0.89285713,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,396,49.5,66
"HID211455",7,1,1,1,1,1,0.06,1,0.8,1,0.86000001,"Coastal",0,1,1,1,0,0,0,0.0060000000521541,1,0.06,0.800000011920929,0.86000001,0.0069767442,1,0.66666669,1,0.93023258,0.93023258,0,3300000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,1620,202.5,360
"HID211535",10,1,0,0,1,1,0.12,0,0,1,0.12,"Mountain",0,2,2,0,1,1,1,0.0012000000569969,1,0.12,3,3.1199999,0.00038461541,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1800,225,390
"HID211722",12,1,0,0,1,1,0.0072,0,0,1,0.0071999999,"Phnom Penh",0,1,1,0,0,0,0,0.0037000000011176,1,0.0072,NA,0.0071999999,0.5138889,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,624,78,624
"HID211736",6,0,1,1,1,1,0.028,1,1,1,1.028,"Tonle Sap",1,1,1,0,0,0,0,0.0049999998882413,1,0.028,1,1.028,0.0048638131,1,0,0,0.97276264,0.97276264,1,1350000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,1,580,72.5,100
"HID211762",15,NA,NA,NA,NA,1,0.04,1,5.10499999672175,1,5.145,"Tonle Sap",0,1,0,1,0,0,0,NA,0,0.04,5.10499999672175,5.145,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,360,45,72
"HID211770",23,1,1,1,1,1,0.075,1,0.269999994039536,1,0.345,"Coastal",1,2,0,0,0,0,0,0.0024999999441206,1,0.075,0.269999995827675,0.345,0.0072463765,1,0,0,0.78260875,0.78260875,1,684000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,4560,570,1380
"HID211853",1,NA,NA,NA,NA,1,0.09,1,1.5,1,1.59,"Tonle Sap",0,3,3,1,0,0,0,NA,0,0.09,1.5,1.59,NA,1,0.85714287,1,0.94339621,0.94339621,0,5600000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,728,91,136
"HID211969",10,NA,NA,NA,NA,1,0.14,1,2,1,2.1400001,"Mountain",1,1,1,0,0,0,0,NA,0,0.14,2,2.1400001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3030,378.75,555
"HID211981",7,1,0,0,1,1,0.5,1,0.15,1,0.64999998,"Coastal",1,1,0,0,0,0,0,NA,0,0.5,0.150000005960465,0.64999998,NA,1,0,0,0.23076925,0.23076925,1,4e+05,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,414,51.75,87
"HID212034",8,NA,NA,NA,NA,1,0.03,1,0.65,1,0.68000001,"Plain",1,2,2,0,0,0,0,NA,0,0.03,0.650000005960464,0.68000001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,4100,512.5,900
"HID212059",25,NA,NA,NA,NA,1,0.04,1,0.3,1,0.34,"Plain",0,2,1,0,0,0,0,NA,0,0.04,0.300000011920929,0.34,NA,1,0,0,0.88235295,0.88235295,1,357000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,575,71.875,225
"HID212107",7,0,1,1,1,1,0.005,1,0.2296,1,0.23459999,"Coastal",0,2,0,0,0,0,0,0.0012000000569969,1,0.005,0.229600004851818,0.23460001,0.0051150895,1,0,0,0.97868717,0.97868711,1,1045000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,384,48,96
"HID212131",17,1,0,1,1,1,0.32,1,3.5,1,3.8199999,"Tonle Sap",0,2,2,0,0,0,0,0.162000000476837,1,0.32,3.5,3.8199999,0.042408377,1,0.70588237,1,0.91623038,0.91623038,0,7650000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,3000,375,600
"HID212357",25,NA,NA,NA,NA,1,0.1,1,3,1,3.0999999,"Plain",0,3,1,0,0,0,0,NA,0,0.1,3,3.0999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1080,135,540
"HID212610",7,1,0,0,1,1,0.1,1,0.239999994635582,1,0.34,"Coastal",0,1,1,0,0,0,0,NA,0,0.1,0.239999994635582,0.34,NA,1,0,0,0.70588231,0.70588231,1,7e+05,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,80,10,40
"HID212732",7,1,1,1,1,1,0.08,1,0.388799995183945,1,0.46880001,"Coastal",0,1,1,0,0,0,0,0.0041999998502433,1,0.08,0.388799995183945,0.46880001,0.0089590438,1,0,0,0.82935148,0.82935148,1,1620000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1498,187.25,294
"HID212749",14,1,1,1,1,1,0.092,0,0,1,0.092,"Plain",0,2,0,0,0,0,0,0.0010000000474975,1,0.092,NA,0.092,0.010869565,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2565,320.625,1145
"HID212842",5,1,0,0,1,1,0.07,1,0.15,1,0.22,"Mountain",0,1,1,0,0,0,0,NA,0,0.07,0.150000005960465,0.22,NA,1,0,0,0.68181819,0.68181819,1,8e+05,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,360,45,180
"HID212889",8,0,1,1,1,1,0.025,0,0,1,0.025,"Plain",0,2,2,0,0,0,0,NA,0,0.025,NA,0.025,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1750,218.75,250
"HID213195",16,1,0,0,1,1,0.025,1,2,1,2.0250001,"Mountain",0,2,2,0,0,1,1,NA,0,0.025,2,2.0250001,NA,1,0,0,0.24691357,0.24691357,1,4e+05,800,1,1,1,1000,0,1000,0,0,0,0,0,0,1,1,0.49382713,0.49382713,0,3000000,3000,0,0,0,0,0,2240,280,320
"HID213208",6,1,1,1,1,1,0.2,1,0.6,1,0.80000001,"Tonle Sap",1,2,1,0,0,0,0,0.0012000000569969,1,0.2,0.600000023841858,0.80000001,0.0015,1,0.875,1,0.75,0.75,0,5600000,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2040,255,660
"HID213309",15,1,1,1,1,1,0.18,1,1,1,1.1800001,"Tonle Sap",0,2,2,0,0,0,0,0.0035000001080334,1,0.18,1,1.1800001,0.0029661015,1,0,0,0.84745759,0.84745759,1,2400000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,2544,318,524
