"hhid","weight","province","zone"
"HID105858",204.223947336379,5,"Mountain"
"HID105861",57.8295636057901,9,"Coastal"
"HID105878",78.3246019957163,20,"Plain"
"HID105943",69.8907475475049,4,"Tonle Sap"
"HID105944",111.382309299432,15,"Tonle Sap"
"HID105976",142.837776314405,1,"Tonle Sap"
"HID106020",162.151595846779,2,"Tonle Sap"
"HID106089",49.2258349998684,25,"Plain"
"HID106192",154.994690794114,14,"Plain"
"HID106199",32.9290555508957,8,"Plain"
"HID106237",172.852958920188,21,"Plain"
"HID106297",136.060841809118,7,"Coastal"
"HID106338",79.5842064916935,17,"Tonle Sap"
"HID106354",113.521161336213,14,"Plain"
"HID106381",54.6296632618937,8,"Plain"
"HID106469",20.6951915837256,4,"Tonle Sap"
"HID106472",212.706820826008,21,"Plain"
"HID106720",50.4672585519254,5,"Mountain"
"HID106741",146.365923122382,3,"Plain"
"HID106763",198.167508693191,14,"Plain"
"HID106833",200.139147537022,7,"Coastal"
"HID106837",151.6310928743,1,"Tonle Sap"
"HID106842",189.519720109341,22,"Tonle Sap"
"HID107036",90.8524717360578,1,"Tonle Sap"
"HID107054",200.980057604271,14,"Plain"
"HID107178",255.978369256502,8,"Plain"
"HID107233",222.919343348679,14,"Plain"
"HID107298",72.5820404928948,11,"Mountain"
"HID107333",211.049657086825,16,"Mountain"
"HID107340",93.7958238260407,3,"Plain"
"HID107374",98.0698854852323,21,"Plain"
"HID107433",137.3924481809,3,"Plain"
"HID107450",91.0728413797368,5,"Mountain"
"HID107458",32.4610754692291,23,"Coastal"
"HID107544",235.009923833066,25,"Plain"
"HID107578",41.0894178896733,19,"Mountain"
"HID107649",135.063762618511,3,"Plain"
"HID107683",106.363882591816,20,"Plain"
"HID107749",117.54076352294,7,"Coastal"
"HID107789",129.201465602746,14,"Plain"
"HID107794",143.186175426394,5,"Mountain"
"HID107830",20.8130193450777,24,"Tonle Sap"
"HID107954",244.259249516566,20,"Plain"
"HID107987",233.743759149459,21,"Plain"
"HID108076",63.5560934209122,10,"Mountain"
"HID108190",108.259804932325,8,"Plain"
"HID108223",88.8248344250086,2,"Tonle Sap"
"HID108301",112.734612143572,14,"Plain"
"HID108322",137.876082942734,4,"Tonle Sap"
"HID108329",92.2369804712396,17,"Tonle Sap"
"HID108487",419.954249480724,17,"Tonle Sap"
"HID108666",136.060841809118,7,"Coastal"
"HID108741",248.087190837629,2,"Tonle Sap"
"HID108823",208.48123564902,6,"Tonle Sap"
"HID108825",189.899763871572,14,"Plain"
"HID108830",153.385439254626,17,"Tonle Sap"
"HID108879",54.6614365692361,2,"Tonle Sap"
"HID108915",262.02694495904,4,"Tonle Sap"
"HID108977",73.483568166637,17,"Tonle Sap"
"HID109004",151.440312945545,20,"Plain"
"HID109018",150.232704059707,3,"Plain"
"HID109028",75.3121173035733,20,"Plain"
"HID109042",57.7760222851509,3,"Plain"
"HID109096",109.553596687759,10,"Mountain"
"HID109138",183.142667252464,8,"Plain"
"HID109256",150.157854525253,14,"Plain"
"HID109257",178.089327326934,15,"Tonle Sap"
"HID109294",116.995455231221,2,"Tonle Sap"
"HID109432",98.0698854852323,21,"Plain"
"HID109458",115.157737969008,20,"Plain"
"HID109532",161.233381154895,8,"Plain"
"HID109545",87.2212088664868,13,"Mountain"
"HID109658",102.05345193154,2,"Tonle Sap"
"HID109680",93.5489976039111,2,"Tonle Sap"
"HID109748",172.985229939595,20,"Plain"
"HID109761",172.838165147492,6,"Tonle Sap"
"HID109764",72.5492691531499,8,"Plain"
"HID109882",156.557347310762,21,"Plain"
"HID109937",107.747141259948,20,"Plain"
"HID109947",36.0317933079707,8,"Plain"
"HID109975",167.592113693463,15,"Tonle Sap"
"HID110056",79.8888163161075,18,"Coastal"
"HID110113",73.7052708394454,2,"Tonle Sap"
"HID110219",189.99189399414,1,"Tonle Sap"
"HID110309",137.876082942734,4,"Tonle Sap"
"HID110378",73.483568166637,17,"Tonle Sap"
"HID110388",111.142052350963,25,"Plain"
"HID110449",178.060511715298,7,"Coastal"
"HID110491",147.731048523737,20,"Plain"
"HID110587",138.713260500104,16,"Mountain"
"HID110619",193.121704119809,3,"Plain"
"HID110631",250.286360525354,22,"Tonle Sap"
"HID110706",223.983243547066,22,"Tonle Sap"
"HID110713",74.8185930979594,5,"Mountain"
"HID110928",212.117050681127,4,"Tonle Sap"
"HID110930",154.811228938765,14,"Plain"
"HID110989",114.759273508011,8,"Plain"
"HID111085",213.694289328488,14,"Plain"
"HID111159",276.069449628008,2,"Tonle Sap"
"HID111180",180.874084315352,21,"Plain"
"HID111186",23.0224090451613,9,"Coastal"
"HID111283",188.298374081428,8,"Plain"
"HID111312",25.0013957035426,2,"Tonle Sap"
"HID111413",140,NA,""
"HID111459",40.8018087121463,14,"Plain"
"HID111523",119.430798532696,21,"Plain"
"HID111575",158.62299083893,17,"Tonle Sap"
"HID111586",29.8486184960891,23,"Coastal"
"HID111662",105.926822368187,10,"Mountain"
"HID111726",178.499948548162,6,"Tonle Sap"
"HID111779",203.278018054065,1,"Tonle Sap"
"HID111789",178.105702772496,20,"Plain"
"HID111850",152.421232660984,6,"Tonle Sap"
"HID111866",83.3720263618276,8,"Plain"
"HID111879",102.585091894695,2,"Tonle Sap"
"HID111887",59.2019763782205,5,"Mountain"
"HID111919",185.881097678016,2,"Tonle Sap"
"HID111925",110,NA,""
"HID112055",57.3266706595679,11,"Mountain"
"HID112103",43.9097769367147,3,"Plain"
"HID112114",178.933758669304,7,"Coastal"
"HID112120",43.1573336269444,8,"Plain"
"HID112125",235.177056601868,14,"Plain"
"HID112239",145.998266630197,2,"Tonle Sap"
"HID112306",46.8388110215965,14,"Plain"
"HID112311",92.2369804712396,17,"Tonle Sap"
"HID112331",196.126463707959,25,"Plain"
"HID112337",189.519720109341,22,"Tonle Sap"
"HID112407",129.201465602746,14,"Plain"
"HID112480",33.5993828435148,15,"Tonle Sap"
"HID112585",264.796065342141,25,"Plain"
"HID112659",89.5645310882574,17,"Tonle Sap"
"HID112680",153.385439254626,17,"Tonle Sap"
"HID112704",133.486918044712,6,"Tonle Sap"
"HID112720",198.428382879642,17,"Tonle Sap"
"HID112759",200.77162603974,7,"Coastal"
"HID112777",227.245959121302,14,"Plain"
"HID112791",134.829995020451,2,"Tonle Sap"
"HID112863",133.303772542107,21,"Plain"
"HID112887",25.0013957035426,2,"Tonle Sap"
"HID112889",155.340628641413,14,"Plain"
"HID112894",202.119584455737,20,"Plain"
"HID113073",178.838657298473,3,"Plain"
"HID113294",133.948114428653,14,"Plain"
"HID113318",130.499468380388,1,"Tonle Sap"
"HID113423",189.899763871572,14,"Plain"
"HID113435",221.642652339106,20,"Plain"
"HID113504",141.646429670583,19,"Mountain"
"HID113609",152.262549004679,15,"Tonle Sap"
"HID113648",167.874593347254,2,"Tonle Sap"
"HID113672",83.4868035100443,2,"Tonle Sap"
"HID113777",240.766487542181,1,"Tonle Sap"
"HID113809",91.3763785831625,6,"Tonle Sap"
"HID113897",149.999333745842,19,"Mountain"
"HID113917",93.1411472724664,8,"Plain"
"HID113940",120.637989600902,5,"Mountain"
"HID113941",180.67557143496,6,"Tonle Sap"
"HID113953",68.1878053205706,14,"Plain"
"HID113982",250.658931801362,14,"Plain"
"HID114036",146.178318843717,17,"Tonle Sap"
"HID114049",80.9536367819884,5,"Mountain"
"HID114062",180.874084315352,21,"Plain"
"HID114330",79.336850273618,14,"Plain"
"HID114358",57.9203340129011,13,"Mountain"
"HID114430",101.050100952789,17,"Tonle Sap"
"HID114458",130.344731887248,4,"Tonle Sap"
"HID114473",29.3967388018914,23,"Coastal"
"HID114607",61.3948948707143,21,"Plain"
"HID114648",148.521192241304,3,"Plain"
"HID114683",264.796065342141,25,"Plain"
"HID114696",256.602807762024,7,"Coastal"
"HID114735",69.4935410771911,2,"Tonle Sap"
"HID114776",64.1391768467921,10,"Mountain"
"HID114882",223.983243547066,22,"Tonle Sap"
"HID115066",47.3803444505286,6,"Tonle Sap"
"HID115099",57.8295636057901,9,"Coastal"
"HID115211",244.865868116986,15,"Tonle Sap"
"HID115229",86.8634046617003,5,"Mountain"
"HID115231",151.668441584858,25,"Plain"
"HID115233",52.9718136713986,6,"Tonle Sap"
"HID115254",126.986169852573,3,"Plain"
"HID115280",315.988367123399,12,"Phnom Penh"
"HID115447",139.846904477419,11,"Mountain"
"HID115466",178.838657298473,3,"Plain"
"HID115533",166.732380841091,10,"Mountain"
"HID115589",70.7182335614491,2,"Tonle Sap"
"HID115624",204.770379738995,2,"Tonle Sap"
"HID115693",110.084569657447,2,"Tonle Sap"
"HID115723",265.073663018379,10,"Mountain"
"HID115993",101.12434052308,2,"Tonle Sap"
"HID116013",68.9074483214644,14,"Plain"
"HID116033",32.4890510999132,25,"Plain"
"HID116062",107.759247680314,20,"Plain"
"HID116106",140.531383067209,2,"Tonle Sap"
"HID116138",97.4472941515846,7,"Coastal"
"HID116154",152.262549004679,15,"Tonle Sap"
"HID116252",126.626449475638,5,"Mountain"
"HID116291",50.777732599839,21,"Plain"
"HID116294",134.829995020451,2,"Tonle Sap"
"HID116475",193.971339418861,3,"Plain"
"HID116508",67.7004745127621,21,"Plain"
"HID116614",244.294692722177,21,"Plain"
"HID116686",120.512787220472,8,"Plain"
"HID116727",122.491271422695,21,"Plain"
"HID116742",193.121704119809,3,"Plain"
"HID116875",128.513634893366,2,"Tonle Sap"
"HID116913",265.807704468888,2,"Tonle Sap"
"HID116940",178.046902039586,17,"Tonle Sap"
"HID116955",114.755087002912,14,"Plain"
"HID116999",116.906556092083,17,"Tonle Sap"
"HID117068",76.7168840565406,2,"Tonle Sap"
"HID117332",197.386954855465,5,"Mountain"
"HID117439",94.7914937024,15,"Tonle Sap"
"HID117496",44.7472666300661,14,"Plain"
"HID117527",169.041570555061,25,"Plain"
"HID117571",108.109602414605,14,"Plain"
"HID117583",121.669524681178,20,"Plain"
"HID117645",151.370970582209,6,"Tonle Sap"
"HID117661",490.071195434258,22,"Tonle Sap"
"HID117737",232.581741410277,2,"Tonle Sap"
"HID117739",285.924493166708,14,"Plain"
"HID117751",128.513634893366,2,"Tonle Sap"
"HID117762",181.961671316323,21,"Plain"
"HID117863",134.243210339497,17,"Tonle Sap"
"HID117917",77.8695488910477,8,"Plain"
"HID117918",272.059759324312,8,"Plain"
"HID118098",148.233480886889,25,"Plain"
"HID118239",146.53975890802,5,"Mountain"
"HID118245",172.058070267123,14,"Plain"
"HID118274",59.2019763782205,5,"Mountain"
"HID118295",105.618984786152,17,"Tonle Sap"
"HID118345",101.192045977485,5,"Mountain"
"HID118374",179.592915998626,5,"Mountain"
"HID118450",274.903981433133,6,"Tonle Sap"
"HID118528",234.19413200315,8,"Plain"
"HID118538",108.598483823038,8,"Plain"
"HID118553",111.142052350963,25,"Plain"
"HID118559",207.605577031022,13,"Mountain"
"HID118683",76.5636194125016,8,"Plain"
"HID118706",181.820694970017,14,"Plain"
"HID118765",190.39925181701,7,"Coastal"
"HID118955",105.618984786152,17,"Tonle Sap"
"HID118977",230.412623217368,3,"Plain"
"HID119005",37.8109152757913,6,"Tonle Sap"
"HID119020",45.187270382144,20,"Plain"
"HID119047",37.8963756190126,8,"Plain"
"HID119075",65.1389598828618,18,"Coastal"
"HID119164",57.8768254721215,8,"Plain"
"HID119175",160.419612751814,14,"Plain"
"HID119193",202.080071264616,5,"Mountain"
"HID119211",24.5913940400317,19,"Mountain"
"HID119260",53.4012049636178,24,"Tonle Sap"
"HID119310",95.9638681506919,17,"Tonle Sap"
"HID119341",155.196878342095,6,"Tonle Sap"
"HID119629",215.753029096657,17,"Tonle Sap"
"HID119754",87.9156960059194,10,"Mountain"
"HID119789",179.017195005606,13,"Mountain"
"HID119834",60.9193671743852,14,"Plain"
"HID119952",50.5290680613461,10,"Mountain"
"HID119979",42.8830666702227,2,"Tonle Sap"
"HID119987",92.701843917914,8,"Plain"
"HID120184",97.8519463577978,8,"Plain"
"HID120275",132.313168446735,2,"Tonle Sap"
"HID120319",221.769427797139,14,"Plain"
"HID120393",73.483568166637,17,"Tonle Sap"
"HID120588",165.255974465678,3,"Plain"
"HID120639",67.2749731570686,5,"Mountain"
"HID120685",195.062911651098,21,"Plain"
"HID120777",74.5374123523491,18,"Coastal"
"HID120868",145.326966464903,3,"Plain"
"HID120871",147.731048523737,20,"Plain"
"HID120917",129.157189833285,7,"Coastal"
"HID121044",274.121282993544,14,"Plain"
"HID121087",170.759185596261,3,"Plain"
"HID121148",184.127211949802,2,"Tonle Sap"
"HID121157",117.846026637453,6,"Tonle Sap"
"HID121249",181.961671316323,21,"Plain"
"HID121390",232.629487112866,1,"Tonle Sap"
"HID121420",157.998407762985,21,"Plain"
"HID121498",41.0809221510584,12,"Phnom Penh"
"HID121529",239.941080696538,17,"Tonle Sap"
"HID121576",102.835118711579,1,"Tonle Sap"
"HID121641",28.8833722103842,7,"Coastal"
"HID121646",150.648119791455,19,"Mountain"
"HID121674",153.657606937721,2,"Tonle Sap"
"HID121731",170.291153363722,4,"Tonle Sap"
"HID121747",173.025762271702,17,"Tonle Sap"
"HID121938",132.417633636764,3,"Plain"
"HID121965",178.089327326934,15,"Tonle Sap"
"HID122000",108.368757362892,20,"Plain"
"HID122009",198.037135332209,14,"Plain"
"HID122041",25.6070294189439,24,"Tonle Sap"
"HID122051",109.639359772434,25,"Plain"
"HID122177",74.0058741897462,13,"Mountain"
"HID122206",187.489993510359,2,"Tonle Sap"
"HID122284",147.79506279657,7,"Coastal"
"HID122306",222.919343348679,14,"Plain"
"HID122487",116.995455231221,2,"Tonle Sap"
"HID122524",168.735047612323,3,"Plain"
"HID122546",29.4358893040641,8,"Plain"
"HID122625",248.426179599705,10,"Mountain"
"HID122640",147.494439496523,15,"Tonle Sap"
"HID122642",214.446555497673,25,"Plain"
"HID122780",351.084376209113,21,"Plain"
"HID122798",74.5462860904165,2,"Tonle Sap"
"HID122860",94.9444557884623,21,"Plain"
"HID122861",125.386833208165,25,"Plain"
"HID122897",144.122879922363,13,"Mountain"
"HID123076",248.991277143891,6,"Tonle Sap"
"HID123106",149.318366166267,25,"Plain"
"HID123113",119.558660529569,16,"Mountain"
"HID123172",211.049657086825,16,"Mountain"
"HID123271",120.637989600902,5,"Mountain"
"HID123310",89.2984880242493,8,"Plain"
"HID123378",122.202559041927,3,"Plain"
"HID123467",45.1453467233705,8,"Plain"
"HID123549",127.751127032158,20,"Plain"
"HID123603",193.685187366129,3,"Plain"
"HID123641",171.598639213523,14,"Plain"
"HID123645",123.834949070103,5,"Mountain"
"HID123650",152.921795001414,6,"Tonle Sap"
"HID123672",274.903981433133,6,"Tonle Sap"
"HID123682",146.365923122382,3,"Plain"
"HID123684",158.591072074385,15,"Tonle Sap"
"HID123779",158.492249534574,8,"Plain"
"HID123782",278.653606934265,1,"Tonle Sap"
"HID123950",90.0274494192301,7,"Coastal"
"HID124206",256.602807762024,7,"Coastal"
"HID124229",74.0692474855658,2,"Tonle Sap"
"HID124291",336.196292278578,14,"Plain"
"HID124300",180.385229083259,17,"Tonle Sap"
"HID124368",186.881685262597,6,"Tonle Sap"
"HID124374",115.157737969008,20,"Plain"
"HID124444",115.556533492567,10,"Mountain"
"HID124613",193.126537519414,8,"Plain"
"HID124711",233.141179618217,1,"Tonle Sap"
"HID124719",121.949227373777,21,"Plain"
"HID124741",480.936142644886,8,"Plain"
"HID124746",198.167508693191,14,"Plain"
"HID124774",83.6311429841902,11,"Mountain"
"HID124859",180.745413525956,14,"Plain"
"HID124987",122.116703469999,1,"Tonle Sap"
"HID125041",227.796637200197,10,"Mountain"
"HID125146",284.598642660435,3,"Plain"
"HID125199",169.931522861335,20,"Plain"
"HID125228",121.949227373777,21,"Plain"
"HID125229",157.197131659126,21,"Plain"
"HID125283",184.152062897928,3,"Plain"
"HID125289",79.9543312602672,6,"Tonle Sap"
"HID125414",192.387605436989,17,"Tonle Sap"
"HID125542",53.5485084594082,3,"Plain"
"HID125588",319.242094686691,8,"Plain"
"HID125768",151.611837836393,21,"Plain"
"HID125818",167.230614530325,5,"Mountain"
"HID125867",141.654167602157,5,"Mountain"
"HID125985",135.290967212556,8,"Plain"
"HID126016",180.253585395943,8,"Plain"
"HID126053",54.6614365692361,2,"Tonle Sap"
"HID126066",116.906556092083,17,"Tonle Sap"
"HID126107",32.2504865587633,6,"Tonle Sap"
"HID126131",102.64344685209,17,"Tonle Sap"
"HID126208",44.7472666300661,14,"Plain"
"HID126250",61.5816103808954,8,"Plain"
"HID126360",178.8722512678,14,"Plain"
"HID126399",278.653606934265,1,"Tonle Sap"
"HID126605",133.486918044712,6,"Tonle Sap"
"HID126617",155.931267142893,13,"Mountain"
"HID126622",107.747141259948,20,"Plain"
"HID126771",23.0224090451613,9,"Coastal"
"HID126789",64.9779279798461,8,"Plain"
"HID126797",126.527110532249,17,"Tonle Sap"
"HID126842",84.3521011133641,11,"Mountain"
"HID126852",53.7067856091236,8,"Plain"
"HID126875",233.141179618217,1,"Tonle Sap"
"HID126885",203.278018054065,1,"Tonle Sap"
"HID127102",61.8914824737109,11,"Mountain"
"HID127160",75.755510048357,13,"Mountain"
"HID127205",110.26021935965,21,"Plain"
"HID127215",263.111225880217,3,"Plain"
"HID127369",136.847280367194,7,"Coastal"
"HID127386",227.936373062276,25,"Plain"
"HID127497",112.231178265938,5,"Mountain"
"HID127505",75.5147385632629,18,"Coastal"
"HID127525",62.622938924305,21,"Plain"
"HID127531",202.653948498799,14,"Plain"
"HID127716",179.017195005606,13,"Mountain"
"HID127743",166.634933843062,17,"Tonle Sap"
"HID127758",36.2604676917311,6,"Tonle Sap"
"HID127943",212.117050681127,4,"Tonle Sap"
"HID127963",188.2303359665,7,"Coastal"
"HID127983",162.287085147674,14,"Plain"
"HID128059",226.165196037434,5,"Mountain"
"HID128105",148.87504142786,14,"Plain"
"HID128167",317.254054248507,6,"Tonle Sap"
"HID128225",145.482688638146,21,"Plain"
"HID128235",77.8695488910477,8,"Plain"
"HID128321",355.493230719932,17,"Tonle Sap"
"HID128324",80.0991079264362,21,"Plain"
"HID128344",347.978609588084,2,"Tonle Sap"
"HID128395",184.691291973826,14,"Plain"
"HID128410",24.8973083380137,4,"Tonle Sap"
"HID128415",160.534608400503,25,"Plain"
"HID128529",184.127211949802,2,"Tonle Sap"
"HID128614",202.080071264616,5,"Mountain"
"HID128663",133.948114428653,14,"Plain"
"HID128773",110.924548123329,1,"Tonle Sap"
"HID128846",213.280036469585,6,"Tonle Sap"
"HID129085",202.119584455737,20,"Plain"
"HID129229",83.2536905707393,14,"Plain"
"HID129388",90.4949444784578,17,"Tonle Sap"
"HID129436",190.92356988793,22,"Tonle Sap"
"HID129456",72.0117607407593,5,"Mountain"
"HID129515",112.869802962383,21,"Plain"
"HID129673",182.612311835515,21,"Plain"
"HID129693",106.265094050535,4,"Tonle Sap"
"HID129705",59.6296232223082,20,"Plain"
"HID129722",142.917141290411,10,"Mountain"
"HID129755",81.4455539955192,3,"Plain"
"HID129769",143.689644385554,7,"Coastal"
"HID129886",53.0470773885561,4,"Tonle Sap"
"HID129993",101.61763466513,2,"Tonle Sap"
"HID130005",123.605475681237,6,"Tonle Sap"
"HID130037",68.9123534561294,5,"Mountain"
"HID130073",168.735047612323,3,"Plain"
"HID130103",190.59285811362,7,"Coastal"
"HID130165",67.9454186391078,15,"Tonle Sap"
"HID130530",105.821808210478,3,"Plain"
"HID130541",63.4209985788717,19,"Mountain"
"HID130572",68.3178629513711,18,"Coastal"
"HID130589",78.8733859898062,21,"Plain"
"HID130653",49.3021855271768,14,"Plain"
"HID130663",51.9338247545553,8,"Plain"
"HID130706",273.473222365752,4,"Tonle Sap"
"HID130781",166.015874885253,3,"Plain"
"HID130829",273.473222365752,4,"Tonle Sap"
"HID130830",232.958057908949,15,"Tonle Sap"
"HID130863",128.348407474314,3,"Plain"
"HID130872",167.390773967609,25,"Plain"
"HID130882",132.749459214533,1,"Tonle Sap"
"HID130916",80.9536367819884,5,"Mountain"
"HID130924",70.5618789393343,7,"Coastal"
"HID131015",123.27076133175,21,"Plain"
"HID131099",30.8232761524325,24,"Tonle Sap"
"HID131272",86.8634046617003,5,"Mountain"
"HID131293",89.4846340935306,17,"Tonle Sap"
"HID131406",134.609330568813,6,"Tonle Sap"
"HID131428",111.382309299432,15,"Tonle Sap"
"HID131532",263.111225880217,3,"Plain"
"HID131534",126.525448192203,14,"Plain"
"HID131588",92.5184420365578,5,"Mountain"
"HID131596",214.63551402847,15,"Tonle Sap"
"HID131605",145.731181077485,2,"Tonle Sap"
"HID131638",270.069454448121,4,"Tonle Sap"
"HID131678",190.59285811362,7,"Coastal"
"HID131833",161.412439782435,6,"Tonle Sap"
"HID131851",66.277083554435,16,"Mountain"
"HID131853",38.6913547320166,24,"Tonle Sap"
"HID131889",229.801729435539,6,"Tonle Sap"
"HID131917",186.025529595758,1,"Tonle Sap"
"HID131951",221.769427797139,14,"Plain"
"HID132011",46.7520724826675,14,"Plain"
"HID132131",110.924548123329,1,"Tonle Sap"
"HID132171",154.238909501299,3,"Plain"
"HID132182",106.75204850372,5,"Mountain"
"HID132217",200.278221840562,6,"Tonle Sap"
"HID132475",87.1492271156671,16,"Mountain"
"HID132513",151.332147922808,25,"Plain"
"HID132606",336.196292278578,14,"Plain"
"HID132619",145.501313998362,21,"Plain"
"HID132678",109.299657444996,4,"Tonle Sap"
"HID132785",20.6951915837256,4,"Tonle Sap"
"HID132895",113.574805216682,25,"Plain"
"HID133050",95.2913299206565,13,"Mountain"
"HID133140",81.6785325723765,22,"Tonle Sap"
"HID133327",88.3688678330484,11,"Mountain"
"HID133352",49.1096189423783,3,"Plain"
"HID133362",109.561889085662,2,"Tonle Sap"
"HID133380",235.687368234066,7,"Coastal"
"HID133549",54.1902172884668,2,"Tonle Sap"
"HID133634",155.197896520112,12,"Phnom Penh"
"HID133679",123.842315602981,22,"Tonle Sap"
"HID133773",241.352382208237,15,"Tonle Sap"
"HID133778",154.084899405919,6,"Tonle Sap"
"HID133870",72.6843407220724,13,"Mountain"
"HID133877",40.2292616388105,9,"Coastal"
"HID133951",179.017195005606,13,"Mountain"
"HID134144",114.649693231379,14,"Plain"
"HID134329",390.458324942846,21,"Plain"
"HID134333",55.2555343449746,21,"Plain"
"HID134379",150.648119791455,19,"Mountain"
"HID134380",129.721276677424,2,"Tonle Sap"
"HID134524",55.2555343449746,21,"Plain"
"HID134529",113.839961778636,1,"Tonle Sap"
"HID134559",47.3803444505286,6,"Tonle Sap"
"HID134618",154.954773008806,25,"Plain"
"HID134729",63.4209985788717,19,"Mountain"
"HID134746",181.534328199488,5,"Mountain"
"HID134793",254.564759850574,22,"Tonle Sap"
"HID134855",114.380895368526,14,"Plain"
"HID134879",61.3546578879705,2,"Tonle Sap"
"HID134881",419.954249480724,17,"Tonle Sap"
"HID135113",167.788438247671,2,"Tonle Sap"
"HID135173",57.3266706595679,11,"Mountain"
"HID135272",227.936373062276,25,"Plain"
"HID135347",47.2930055527149,14,"Plain"
"HID135375",196.360347613744,14,"Plain"
"HID135385",212.706820826008,21,"Plain"
"HID135391",83.4484099953317,8,"Plain"
"HID135500",130.454488331824,25,"Plain"
"HID135577",189.99189399414,1,"Tonle Sap"
"HID135824",282.177251315723,6,"Tonle Sap"
"HID135845",143.303403834439,10,"Mountain"
"HID135899",24.5913940400317,19,"Mountain"
"HID136070",147.79506279657,7,"Coastal"
"HID136154",162.287085147674,14,"Plain"
"HID136188",141.328605821928,17,"Tonle Sap"
"HID136264",124.651652259103,2,"Tonle Sap"
"HID136324",94.145875712965,4,"Tonle Sap"
"HID136423",189.519720109341,22,"Tonle Sap"
