"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID212682",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212702",14,"Plain",1,1.25,1.25,9000,3000,1500,9450000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212722",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212742",14,"Plain",1,0.7,0.7,3000,800,700,3000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212766",8,"Plain",1,0.14,0.14,1050,0,0,945000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212812",16,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212947",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212983",7,"Coastal",1,0.675,0.675,5200,0,0,5304000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213000",2,"Tonle Sap",1,1.28,1.28,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213138",10,"Mountain",1,3,3,26000,3000,10000,26000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213202",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213301",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213332",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213385",21,"Plain",1,0.3,0.3,1200,0,0,1116000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213501",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213548",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213575",8,"Plain",1,0.15,0.15,600,0,0,540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213586",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213603",12,"Phnom Penh",1,0.5,0.5,1600,0,0,1920000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213626",13,"Mountain",1,9,9,36000,10000,8000,36000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213662",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213739",1,"Tonle Sap",1,1.82,1.82,7200,1600,2000,6480000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213758",5,"Mountain",1,0.79,0.79,3000,0,0,3300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213798",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213800",14,"Plain",1,1,1,14000,2000,5000,14840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID213903",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,4,4,6600,0,3300,0.5,1,0.9942829,0.76923078,0,16500000,2500
"HID213997",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214149",4,"Tonle Sap",1,0.5,0.5,2800,700,700,2240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214185",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214302",10,"Mountain",1,3,3,10000,0,0,10000000,1,0,5,0,NA,NA,NA,NA,0.36243439,0.36231884,0,NA,NA
"HID214362",15,"Tonle Sap",1,2,2,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214364",14,"Plain",1,0.66,0.66,1200,0,0,1116000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214368",3,"Plain",1,0.5,0.5,2800,1200,200,2576000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214523",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214560",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214567",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214586",17,"Tonle Sap",1,4,4,10000,2500,2500,10000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214588",17,"Tonle Sap",1,1.5,1.5,8000,0,4000,8000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214622",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214667",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214711",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214829",21,"Plain",1,1.13,1.13,4000,1000,1000,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID214952",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,8,8,20000,0,10000,0.5,1,0.99925059,0.98546439,0,74000000,3700
"HID215046",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215063",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215085",2,"Tonle Sap",1,7.4,7.4,34000,2400,14600,30770000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215286",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215294",22,"Tonle Sap",1,0.2,0.2,1800,0,0,1530000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215362",5,"Mountain",1,0.49,0.49,2600,0,0,2860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215369",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215457",12,"Phnom Penh",1,0,0.003,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215484",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215648",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215696",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215750",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215776",7,"Coastal",1,1.03,1.03,5000,0,0,5100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215809",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID215834",5,"Mountain",1,0.075,0.075,1300,0,0,1430000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216053",14,"Plain",1,0.25,0.25,900,0,0,837000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216271",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216349",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216362",22,"Tonle Sap",1,3.15,3.15,6680,900,2440,6012000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216420",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216489",5,"Mountain",1,0.5,0.5,2000,0,0,2200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216533",6,"Tonle Sap",1,0.7,0.7,1800,0,0,1620000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216535",10,"Mountain",1,1,1,5000,0,0,5000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216577",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0,1.5,0,NA,NA,NA,NA,0.96699327,0.94936705,0,NA,NA
"HID216607",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216778",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216781",19,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216788",22,"Tonle Sap",1,3.5,3.5,15000,4200,3300,15000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216841",8,"Plain",1,0.44,0.44,3500,0,0,3150000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216903",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216965",6,"Tonle Sap",1,1,1,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216969",5,"Mountain",1,0.4,0.4,2400,0,0,2640000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216995",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID216997",4,"Tonle Sap",1,5,5,14800,2000,5400,16280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217009",21,"Plain",1,0.3936,0.3936,4200,1400,700,2646000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217027",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217060",21,"Plain",1,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217184",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217299",6,"Tonle Sap",1,0.2,0.2,1200,0,0,1080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217344",1,"Tonle Sap",1,2.5,2.5,10000,2000,3000,11000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217348",3,"Plain",1,4.5,4.5,15000,1500,6000,12000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217385",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217513",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217569",17,"Tonle Sap",1,2.5,2.5,5400,1700,1000,4860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217574",10,"Mountain",1,7,7,52000,0,26000,52000000,1,9,9,15600,0,7800,0.5,1,0.56188893,300,0,39000000,2500
"HID217643",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217744",5,"Mountain",1,4.5,4.5,16000,1000,7000,16800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217888",18,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID217893",14,"Plain",1,0.41,0.41,980,0,0,911400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218079",6,"Tonle Sap",1,2,2,1600,0,0,1440000,1,1,1,130,0,65,0.5,1,0.21878009,0.19417475,0,650000,5000
"HID218328",22,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,12,12,6000,0,3000,0.5,1,1,0.9716599,0,24000000,4000
"HID218418",13,"Mountain",1,16,16,40000,6000,14000,34000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218431",15,"Tonle Sap",1,1,1,2100,0,0,1890000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218443",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218452",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218490",21,"Plain",1,0.7,0.7,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218501",7,"Coastal",1,1.2,1.2,7800,3000,900,8580000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218511",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218542",6,"Tonle Sap",1,0.76,0.76,600,0,0,540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218593",14,"Plain",1,0.5,0.5,5000,500,2000,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218663",NA,"",0,NA,NA,NA,NA,NA,NA,1,20,20,4000,0,2000,0.5,1,1,8,0,22400000,5600
"HID218664",23,"Coastal",1,0.8,0.8,3240,0,0,3240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218715",8,"Plain",1,0.4861,0.4861,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218780",25,"Plain",1,0.5,0.5,1400,0,0,1330000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218815",5,"Mountain",1,0.13,0.13,800,200,200,720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218888",14,"Plain",1,0.2,0.2,1700,0,0,1581000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID218897",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219005",21,"Plain",1,1.4,1.4,7000,1000,1500,7560000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219019",20,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219071",20,"Plain",1,0.1,0.1,400,0,0,360000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219086",4,"Tonle Sap",1,0.4,0.4,1000,0,0,900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219097",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219133",8,"Plain",1,0.2,0.2,1700,0,0,1530000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219225",7,"Coastal",1,0.4,0.4,2000,0,0,2040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219348",22,"Tonle Sap",1,1,1,4000,0,0,3400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219410",3,"Plain",1,0.15,0.15,2240,500,620,1680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219447",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,0,1.5,0,NA,NA,NA,NA,0.63755178,9.375,0,NA,NA
"HID219496",6,"Tonle Sap",1,1,1,1920,0,0,1728000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219547",22,"Tonle Sap",1,1,1,4000,0,0,3400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219575",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219620",6,"Tonle Sap",1,3,3,11000,1500,4000,9900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219685",6,"Tonle Sap",1,1,1,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219869",14,"Plain",1,2,2,18000,1500,7500,20250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219906",17,"Tonle Sap",1,3,3,6000,1500,1500,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219929",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219930",16,"Mountain",1,1,1,7000,2250,1000,6300000,1,0,4,0,NA,NA,NA,NA,0.78094494,0.76775432,0,NA,NA
"HID219933",21,"Plain",1,0.27,0.27,2000,0,0,1860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219983",20,"Plain",1,1.52,1.52,9000,2200,2300,9000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID219994",20,"Plain",1,2.6,2.6,3400,1000,700,3400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220074",13,"Mountain",1,1,1,3600,0,0,3600000,1,1.7,1.7,560,0,280,0.5,1,0.62962961,0.56324965,0,1960000,3500
"HID220138",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220227",1,"Tonle Sap",1,3,6,7000,0,0,6300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220228",20,"Plain",1,0.2,0.2,400,0,0,360000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220231",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,0,19,0,NA,NA,NA,NA,0.89593059,0.85393256,0,NA,NA
"HID220239",7,"Coastal",1,0.3326,0.3326,2220,550,450,2220000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220356",4,"Tonle Sap",1,2.0399,2.0399,21000,1750,8750,15750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220440",14,"Plain",1,0.7,0.7,2600,0,0,2418000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220467",5,"Mountain",1,0.44,0.44,1400,0,0,1540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220498",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220897",19,"Mountain",0,NA,NA,NA,NA,NA,NA,1,10,10,7000,0,3500,0.5,1,0.99982005,0.98653376,0,35000000,5000
"HID220986",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID220999",14,"Plain",1,0.4,0.4,1500,0,0,1395000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221196",6,"Tonle Sap",1,1,1,4000,0,0,3600000,1,2,2.5,6000,0,3000,0.5,1,0.71200728,0.52631581,0,18000000,3000
"HID221287",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221307",20,"Plain",1,0.75,0.75,2600,0,0,2340000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221351",7,"Coastal",1,0.16,0.16,1100,0,0,1122000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221364",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221482",3,"Plain",1,0.22,0.22,960,0,0,864000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221524",17,"Tonle Sap",1,2,2.2,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221690",4,"Tonle Sap",1,0.5,0.5,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221846",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221849",13,"Mountain",1,8.5,8.5,30000,3000,12000,33000000,1,NA,1,70,0,35,0.5,1,0.031235358,0.037002776,0,280000,4000
"HID221921",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID221929",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222025",7,"Coastal",1,2.8,2.8,48000,1000,23000,39360000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222103",16,"Mountain",0,NA,NA,NA,NA,NA,NA,1,3,3,5200,0,2600,0.5,1,0.99996668,0.99790442,0,15600000,3000
"HID222191",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222259",20,"Plain",1,0.7,0.7,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222393",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222418",NA,"",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222430",15,"Tonle Sap",1,10,10,20000,0,8500,18000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222445",1,"Tonle Sap",1,4,4,8000,1500,2500,6400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222454",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,1.11,1.11,1200,0,600,0.5,1,0.99892008,0.99784243,0,4800000,4000
"HID222471",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222524",3,"Plain",1,0.2,0.2,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222680",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222802",25,"Plain",1,1,1,6000,2000,1000,4800000,1,0,2,0,NA,NA,NA,NA,0.48935649,0.48721072,0,NA,NA
"HID222849",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID222964",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223018",7,"Coastal",1,1.4,1.4,2800,700,700,2520000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223111",11,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223236",7,"Coastal",1,0.45,0.45,1400,0,0,1428000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223253",7,"Coastal",1,0.4,0.4,1800,0,0,1836000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223293",22,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0,6,0,NA,NA,NA,NA,0.23076923,0.23068406,0,NA,NA
"HID223307",11,"Mountain",1,1,1,2000,0,0,1700000,1,0.5,1.5,200,0,100,0.5,1,0.58139533,0.40983605,0,800000,4000
"HID223413",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223495",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223502",4,"Tonle Sap",1,1,1,12000,1000,5000,12000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223600",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223740",21,"Plain",1,1,1,8000,1000,3000,22400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223767",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223769",25,"Plain",1,2,2,14000,2500,4500,15400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223908",2,"Tonle Sap",1,0.5,0.5,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID223922",6,"Tonle Sap",1,1.5,1.5,9000,0,4500,8280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID224067",2,"Tonle Sap",1,5.5,5.5,28000,2000,10000,28000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID224228",5,"Mountain",1,1.5,1.5,6000,0,0,6600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID224452",14,"Plain",1,1.9,1.9,15000,1500,6000,14625000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID224484",3,"Plain",1,0.5,0.5,1500,0,0,1350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
