hhid,province,weight,zone
id_000019,25,90.2156491217447,Plain
id_000025,8,72.438994351196,Plain
id_000027,16,77.3397227948458,Mountain
id_000029,3,96.2785245335772,Plain
id_000040,6,175.335878664617,Tonle Sap
id_000044,14,54.0975469574944,Plain
id_000059,5,85.17022932043081,Mountain
id_000061,7,34.0551615980628,Coastal
id_000072,6,138.844467890352,Tonle Sap
id_000080,17,90.9013649241285,Tonle Sap
id_000098,6,68.3236157864155,Tonle Sap
id_000105,24,17.8808596048532,Tonle Sap
id_000106,7,98.31117968309,Coastal
id_000119,17,393.283187009108,Tonle Sap
id_000130,11,57.9151178088122,Mountain
id_000134,18,67.4622614863529,Coastal
id_000140,5,103.685496564003,Mountain
id_000158,22,176.524577526648,Tonle Sap
id_000175,2,77.56451842951481,Tonle Sap
id_000196,21,75.0352449751509,Plain
id_000200,14,102.132017715768,Plain
id_000216,11,130.862109361295,Mountain
id_000218,20,231.129196221633,Plain
id_000246,4,149.455360162162,Tonle Sap
id_000247,7,104.191105879564,Coastal
id_000256,22,268.86051038674,Tonle Sap
id_000258,25,141.112713198451,Plain
id_000259,5,45.3935830940191,Mountain
id_000283,8,134.47634676754,Plain
id_000299,21,151.55545728465,Plain
id_000304,20,123.225606112669,Plain
id_000329,3,29.7558117665837,Plain
id_000345,23,35.2907841577768,Coastal
id_000354,7,99.7421729927145,Coastal
id_000362,7,91.0391794668798,Coastal
id_000400,1,135.13838354909,Tonle Sap
id_000405,8,22.8363137257761,Plain
id_000436,25,36.1262770207639,Plain
id_000438,10,72.93215406562049,Mountain
id_000447,5,144.386031413695,Mountain
id_000449,5,95.6367396778197,Mountain
id_000455,8,28.214463379542,Plain
id_000459,22,99.0839584699539,Tonle Sap
id_000470,11,29.4525003300713,Mountain
id_000485,2,234.266214356927,Tonle Sap
id_000510,7,30.7222436509655,Coastal
id_000519,17,236.933435292711,Tonle Sap
id_000527,14,51.6879487641967,Plain
id_000559,8,48.7002294174478,Plain
id_000577,25,106.253755943423,Plain
id_000583,6,173.529387793527,Tonle Sap
id_000615,10,198.916002632123,Mountain
id_000619,17,148.926195456508,Tonle Sap
id_000622,12,186.448500428449,Phnom Penh
id_000629,24,31.306380966868,Tonle Sap
id_000630,15,123.271462887491,Tonle Sap
id_000640,18,24.471308465717,Coastal
id_000646,3,47.0450757017733,Plain
id_000659,4,24.8905514193585,Tonle Sap
id_000674,14,34.8534586932778,Plain
id_000676,20,85.93421687456009,Plain
id_000685,22,161.814196066094,Tonle Sap
id_000687,24,23.3249215879481,Tonle Sap
id_000696,14,194.29376742644,Plain
id_000720,3,119.180858444492,Plain
id_000724,14,158.514006595345,Plain
id_000737,6,142.588415554258,Tonle Sap
id_000744,14,178.157608369601,Plain
id_000753,24,17.8134411982995,Tonle Sap
id_000762,7,141.759224779499,Coastal
id_000766,24,17.8808596048532,Tonle Sap
id_000768,7,53.5944934067188,Coastal
id_000771,24,23.9728360765022,Tonle Sap
id_000786,14,276.893176057944,Plain
id_000794,14,158.256797037922,Plain
id_000815,1,104.848745857052,Tonle Sap
id_000821,17,92.1816658385529,Tonle Sap
id_000831,6,236.319818444683,Tonle Sap
id_000835,14,51.578592442844,Plain
id_000837,14,84.2328965039386,Plain
id_000878,8,26.1368537044507,Plain
id_000887,21,172.410289031322,Plain
id_000890,5,63.439037857446,Mountain
id_000893,2,172.726728232329,Tonle Sap
id_000894,20,203.770153108276,Plain
id_000904,12,209.692478619554,Phnom Penh
id_000947,14,181.60967553862,Plain
id_000962,11,55.1887176916653,Mountain
id_000963,3,145.622315940786,Plain
id_000967,4,244.684019895874,Tonle Sap
id_000974,25,28.3809374427826,Plain
id_000982,21,119.676213390683,Plain
id_000999,7,100.708925337898,Coastal
id_001015,11,93.1001087356712,Mountain
id_001018,24,42.9551906535329,Tonle Sap
id_001045,1,264.088996283388,Tonle Sap
id_001068,6,107.138693193317,Tonle Sap
id_001082,14,181.60967553862,Plain
id_001084,14,237.771009893016,Plain
id_001089,17,213.306880610598,Tonle Sap
id_001099,14,143.726809546164,Plain
id_001109,1,210.67099476243,Tonle Sap
id_001112,20,110.683271334433,Plain
id_001115,3,145.622315940786,Plain
id_001119,20,71.0229225065558,Plain
id_001143,25,120.925025990872,Plain
id_001144,22,131.419952018919,Tonle Sap
id_001146,21,60.069264491697,Plain
id_001150,6,115.494179249823,Tonle Sap
id_001167,14,142.876814052831,Plain
id_001168,14,160.595575579599,Plain
id_001174,20,123.92259687387,Plain
id_001203,25,27.6532210980958,Plain
id_001212,17,195.966618286154,Tonle Sap
id_001214,8,33.8919894184137,Plain
id_001226,2,91.27469936292761,Tonle Sap
id_001234,7,60.0258652622432,Coastal
id_001253,3,107.930252888075,Plain
id_001261,10,52.788865331147,Mountain
id_001264,17,127.579699870753,Tonle Sap
id_001275,14,106.771191528912,Plain
id_001276,3,138.107153634484,Plain
id_001281,5,46.4589317483591,Mountain
id_001302,10,85.7150463688465,Mountain
id_001307,8,30.4051630401413,Plain
id_001310,7,60.0258652622432,Coastal
id_001314,4,108.908797278771,Tonle Sap
id_001322,7,147.724658220446,Coastal
id_001325,7,59.8770581789224,Coastal
id_001350,3,120.93582174669,Plain
id_001353,15,105.901393116981,Tonle Sap
id_001355,4,110.85974517523,Tonle Sap
id_001365,14,202.980273380532,Plain
id_001371,7,153.837633874646,Coastal
id_001373,16,103.632832581295,Mountain
id_001375,12,18.6676379164873,Phnom Penh
id_001379,3,187.61726531477,Plain
id_001392,22,121.237865646283,Tonle Sap
id_001394,18,27.329384265059,Coastal
id_001409,3,139.043473320141,Plain
id_001418,16,103.632832581295,Mountain
id_001426,4,248.621463894198,Tonle Sap
id_001431,5,176.39484251779,Mountain
id_001445,10,75.0387176608041,Mountain
id_001448,17,86.74642610750639,Tonle Sap
id_001452,12,70.6548388583327,Phnom Penh
id_001459,16,191.213299800094,Mountain
id_001484,8,52.8989834841457,Plain
id_001487,14,178.157608369601,Plain
id_001493,8,108.726093583139,Plain
id_001529,17,54.0571497201391,Tonle Sap
id_001555,4,188.165457553729,Tonle Sap
id_001557,17,121.323495436552,Tonle Sap
id_001560,17,134.536945434592,Tonle Sap
id_001583,1,110.879948214052,Tonle Sap
id_001591,24,43.3609751806244,Tonle Sap
id_001600,3,138.107153634484,Plain
id_001624,16,82.71601730035501,Mountain
id_001626,8,45.7394939827886,Plain
id_001630,3,180.241539489072,Plain
id_001632,6,162.730031178925,Tonle Sap
id_001637,7,76.3950578925172,Coastal
id_001647,21,204.032939029414,Plain
id_001649,2,207.774912955146,Tonle Sap
id_001656,17,83.592010612688,Tonle Sap
id_001664,8,60.2879372342214,Plain
id_001668,12,42.8916433539997,Phnom Penh
id_001670,2,69.2216258360568,Tonle Sap
id_001682,6,98.9065676146205,Tonle Sap
id_001686,14,148.374094100531,Plain
id_001699,20,123.225606112669,Plain
id_001701,11,92.66012712538949,Mountain
id_001705,8,280.729169418175,Plain
id_001719,10,130.451890098276,Mountain
id_001722,3,35.7542575333477,Plain
id_001737,3,94.8639681521429,Plain
id_001749,25,144.429890430786,Plain
id_001753,9,47.0379549666137,Coastal
id_001760,2,57.7040780078727,Tonle Sap
id_001795,2,139.19028875822,Tonle Sap
id_001800,15,109.240335050953,Tonle Sap
id_001803,20,188.189331448365,Plain
id_001806,20,235.439297782875,Plain
id_001811,1,297.635252902884,Tonle Sap
id_001853,7,156.76902505027,Coastal
id_001861,21,60.8603083035073,Plain
id_001879,14,194.29376742644,Plain
id_001886,8,22.6723866521858,Plain
id_001892,22,173.557777904351,Tonle Sap
id_001909,3,261.1663123209,Plain
id_001924,17,250.233518176619,Tonle Sap
id_001931,11,30.1083498219574,Mountain
id_001937,20,250.475565979444,Plain
id_001950,13,105.036061930061,Mountain
id_001963,13,74.46669921803399,Mountain
id_001966,25,17.0867526449558,Plain
id_001985,16,165.297515138521,Mountain
id_001989,19,36.2766180420388,Mountain
id_001999,10,75.0387176608041,Mountain
id_002002,14,46.4109698089679,Plain
id_002011,17,179.84697776972,Tonle Sap
id_002032,21,139.89734518583,Plain
id_002037,10,30.6286220137239,Mountain
id_002041,3,214.242639938584,Plain
id_002043,1,167.366401394597,Tonle Sap
id_002051,5,151.990430863328,Mountain
id_002055,2,73.6475609918148,Tonle Sap
id_002075,14,79.5735653179418,Plain
id_002082,21,172.609659731771,Plain
id_002085,21,88.4038232141955,Plain
id_002105,7,98.95796375995199,Coastal
id_002132,14,90.712350081165,Plain
id_002145,21,127.867834185358,Plain
id_002171,14,129.996418588717,Plain
id_002176,7,99.7421729927145,Coastal
id_002183,3,110.383213180985,Plain
id_002194,8,44.4832361116678,Plain
id_002198,5,167.116090824047,Mountain
id_002208,1,129.362804659755,Tonle Sap
id_002219,14,156.343975275109,Plain
id_002263,22,173.557777904351,Tonle Sap
id_002265,20,92.34495680007841,Plain
id_002277,2,66.6670241047071,Tonle Sap
id_002286,7,125.954019829609,Coastal
id_002326,25,107.434353231683,Plain
id_002332,8,104.515227238216,Plain
id_002369,21,204.359914893243,Plain
id_002379,1,31.7972667174328,Tonle Sap
id_002387,1,284.256599879119,Tonle Sap
id_002399,20,125.224234707988,Plain
id_002409,2,50.8711436186367,Tonle Sap
id_002418,1,86.5730269611355,Tonle Sap
id_002423,3,85.3029456963264,Plain
id_002441,4,109.712131151732,Tonle Sap
id_002455,2,152.665863776808,Tonle Sap
id_002457,4,147.668393899354,Tonle Sap
id_002458,17,264.347221194347,Tonle Sap
id_002464,2,168.117874280534,Tonle Sap
id_002467,2,70.3617467321799,Tonle Sap
id_002473,2,101.495311098155,Tonle Sap
id_002485,3,113.48635572021,Plain
id_002500,24,16.1808118325751,Tonle Sap
id_002514,24,17.8134411982995,Tonle Sap
id_002517,21,186.529793581106,Plain
id_002536,5,167.116090824047,Mountain
id_002539,25,190.520394434601,Plain
id_002540,25,140.429062441013,Plain
id_002549,21,116.34036078052,Plain
id_002552,12,88.61294373482571,Phnom Penh
id_002556,13,51.3216440556721,Mountain
id_002561,1,137.841151220071,Tonle Sap
id_002567,4,106.236254603851,Tonle Sap
id_002574,22,146.29776630633,Tonle Sap
id_002580,8,141.960182917256,Plain
id_002584,21,89.51498237978331,Plain
id_002591,2,44.9308727536271,Tonle Sap
id_002593,4,76.3521948654522,Tonle Sap
id_002594,15,271.692648039362,Tonle Sap
id_002605,13,131.689931490686,Mountain
id_002608,10,120.308723095059,Mountain
id_002615,5,106.462786650538,Mountain
id_002618,17,183.413165776014,Tonle Sap
id_002627,15,258.480253381622,Tonle Sap
id_002629,14,159.819772777202,Plain
id_002632,5,144.386031413695,Mountain
id_002657,6,242.060921378651,Tonle Sap
id_002671,14,106.771191528912,Plain
id_002678,7,91.67002312261531,Coastal
id_002685,1,135.13838354909,Tonle Sap
id_002699,7,106.037404211721,Coastal
id_002710,10,134.182534536315,Mountain
id_002722,8,40.9081927106561,Plain
id_002732,7,122.475800820523,Coastal
id_002739,8,167.711477936892,Plain
id_002747,12,18.6676379164873,Phnom Penh
id_002765,3,114.670561171204,Plain
id_002791,3,103.400575835902,Plain
id_002793,3,141.49859904673,Plain
id_002799,5,68.39203225701129,Mountain
id_002835,21,173.498296264334,Plain
id_002851,3,76.3747910963468,Plain
id_002857,2,84.9127359649425,Tonle Sap
id_002860,21,114.653874329716,Plain
id_002862,21,50.3283026822326,Plain
id_002868,21,139.550111394983,Plain
id_002876,5,65.5810765767319,Mountain
id_002879,17,180.295101468481,Tonle Sap
id_002896,3,138.145527392093,Plain
id_002907,5,208.202183119307,Mountain
id_002913,25,60.6343689524594,Plain
id_002916,13,79.0139588944114,Mountain
id_002926,8,86.9646953882993,Plain
id_002936,8,123.032158528288,Plain
id_002941,6,209.748339367918,Tonle Sap
id_002943,2,84.25448800765849,Tonle Sap
id_002948,25,133.219975550581,Plain
id_002990,16,135.824885840016,Mountain
id_003002,1,86.5730269611355,Tonle Sap
id_003027,7,122.475800820523,Coastal
id_003030,16,144.136656415948,Mountain
id_003034,4,139.635259555513,Tonle Sap
id_003043,11,86.1084009650082,Mountain
id_003091,20,271.558233113301,Plain
id_003092,9,31.4592572698028,Coastal
id_003103,18,24.724777762443,Coastal
id_003109,2,139.118854761271,Tonle Sap
id_003113,9,27.8218639463351,Coastal
id_003155,17,205.977342234639,Tonle Sap
id_003164,7,159.628412501623,Coastal
id_003178,13,131.689931490686,Mountain
id_003184,24,31.306380966868,Tonle Sap
id_003185,14,128.285754174838,Plain
id_003186,12,40.5087742787775,Phnom Penh
id_003189,7,170.369816021962,Coastal
id_003210,3,109.977888501806,Plain
id_003214,18,67.4622614863529,Coastal
id_003216,15,109.240335050953,Tonle Sap
id_003229,3,414.60600880874,Plain
id_003236,14,220.133535919732,Plain
id_003242,2,84.39855984289269,Tonle Sap
id_003268,25,81.0091501694811,Plain
id_003272,21,58.8912983289821,Plain
id_003275,13,54.7896598669205,Mountain
id_003279,15,287.30865248797,Tonle Sap
id_003285,20,114.828583187502,Plain
id_003289,8,40.6573279847011,Plain
id_003301,2,139.118854761271,Tonle Sap
id_003334,8,43.8390062110573,Plain
id_003337,6,170.528564852794,Tonle Sap
id_003343,1,264.088996283388,Tonle Sap
id_003352,1,284.256599879119,Tonle Sap
id_003412,16,171.862628530969,Mountain
id_003424,18,26.9756821391091,Coastal
id_003425,6,19.9197277800217,Tonle Sap
id_003427,25,170.791180656855,Plain
id_003436,4,244.684019895874,Tonle Sap
id_003456,21,75.0352449751509,Plain
id_003459,17,124.57124577277,Tonle Sap
id_003476,8,44.0615866806706,Plain
id_003502,5,89.8671169667784,Mountain
id_003505,6,185.758041115549,Tonle Sap
id_003509,14,162.403525770433,Plain
id_003529,3,40.0694265459931,Plain
id_003531,5,202.119090384968,Mountain
id_003535,2,103.352741628056,Tonle Sap
id_003536,13,120.477776681036,Mountain
id_003538,5,124.206584425629,Mountain
id_003550,6,117.564873391713,Tonle Sap
id_003552,14,238.358098806333,Plain
id_003568,12,102.990600236667,Phnom Penh
id_003591,6,152.809807350263,Tonle Sap
id_003599,17,83.592010612688,Tonle Sap
id_003601,23,35.2907841577768,Coastal
id_003611,1,127.788766227801,Tonle Sap
id_003624,10,55.1469886257203,Mountain
id_003648,7,53.5944934067188,Coastal
id_003662,25,78.8853642610258,Plain
id_003677,5,67.82209865486981,Mountain
id_003681,8,28.699290342142,Plain
id_003689,15,169.92941007926,Tonle Sap
id_003725,2,63.3472028111414,Tonle Sap
id_003756,3,47.4380812481764,Plain
id_003759,2,45.321575994963,Tonle Sap
id_003760,8,32.9737202955675,Plain
id_003769,3,79.07191569874981,Plain
id_003778,5,188.003602789701,Mountain
id_003787,2,190.114045353958,Tonle Sap
id_003802,14,37.0254490127203,Plain
id_003803,8,34.1356748253137,Plain
id_003804,8,51.4057977184169,Plain
id_003805,11,54.0065848157727,Mountain
id_003806,1,238.415835658641,Tonle Sap
id_003810,7,170.369816021962,Coastal
id_003811,14,160.195215756205,Plain
id_003818,21,213.001419865872,Plain
id_003828,2,121.051914320476,Tonle Sap
id_003837,11,29.4525003300713,Mountain
id_003843,8,98.92116088670249,Plain
id_003854,23,27.2701513946457,Coastal
id_003863,20,121.729583543194,Plain
id_003865,25,172.471093909217,Plain
id_003868,14,53.9015413525762,Plain
id_003878,22,173.557777904351,Tonle Sap
id_003884,9,75.3676323896878,Coastal
id_003891,7,31.3759084094967,Coastal
id_003901,1,127.180248293383,Tonle Sap
id_003918,20,120.625116586263,Plain
id_003933,8,134.47634676754,Plain
id_003950,8,22.6723866521858,Plain
id_003952,2,114.826461680988,Tonle Sap
id_003954,2,139.118854761271,Tonle Sap
id_003961,25,107.495529137417,Plain
id_003973,3,100.404247242133,Plain
id_003976,6,94.3094498877862,Tonle Sap
id_003978,4,111.804841042027,Tonle Sap
id_003984,10,198.916002632123,Mountain
id_004005,5,152.419539928442,Mountain
id_004016,1,182.447487074648,Tonle Sap
id_004017,6,173.529387793527,Tonle Sap
id_004039,5,46.4589317483591,Mountain
id_004043,14,124.240707872027,Plain
id_004044,10,178.228738358382,Mountain
id_004045,14,93.3525564995353,Plain
id_004063,2,234.266214356927,Tonle Sap
id_004078,8,38.1132230223503,Plain
id_004084,25,118.584541616856,Plain
id_004088,10,50.182674815794,Mountain
id_004104,12,102.990600236667,Phnom Penh
id_004115,4,175.81421240658,Tonle Sap
id_004117,4,117.216797601861,Tonle Sap
id_004125,24,43.7504258396165,Tonle Sap
id_004132,25,167.156963668295,Plain
id_004136,4,82.6955884312334,Tonle Sap
id_004140,21,76.83278016379811,Plain
id_004144,16,141.154518696998,Mountain
id_004190,22,268.86051038674,Tonle Sap
id_004195,14,123.388304142659,Plain
id_004204,1,207.580174438356,Tonle Sap
id_004209,8,142.924586333814,Plain
id_004214,15,366.751532550912,Tonle Sap
id_004215,4,139.635259555513,Tonle Sap
id_004226,8,33.8919894184137,Plain
id_004228,5,45.3935830940191,Mountain
id_004243,8,83.26273337190381,Plain
id_004247,24,34.8464564178835,Tonle Sap
id_004251,4,176.218444375714,Tonle Sap
id_004252,23,31.2086412141534,Coastal
id_004259,21,55.4495990759897,Plain
id_004264,21,180.490676833712,Plain
id_004265,8,86.76374146738191,Plain
id_004288,14,176.214737331825,Plain
id_004300,5,117.650579299264,Mountain
id_004322,25,36.1262770207639,Plain
id_004323,8,25.6983216469291,Plain
id_004325,8,15.4639271629148,Plain
id_004340,14,36.2849400324658,Plain
id_004370,6,209.748339367918,Tonle Sap
id_004385,2,178.983246445647,Tonle Sap
id_004395,25,169.691684131864,Plain
id_004407,4,110.50478475084,Tonle Sap
id_004465,5,63.439037857446,Mountain
id_004466,14,29.6203592101762,Plain
id_004482,6,149.606572862451,Tonle Sap
id_004502,21,94.0707349586953,Plain
id_004514,14,90.712350081165,Plain
id_004517,8,147.673404400628,Plain
id_004526,1,252.310924790928,Tonle Sap
id_004527,3,147.775672127686,Plain
id_004537,1,110.879948214052,Tonle Sap
id_004544,10,30.6286220137239,Mountain
id_004548,7,151.097728399665,Coastal
id_004561,6,61.2682536264304,Tonle Sap
id_004566,13,69.17959551979909,Mountain
id_004590,2,139.19028875822,Tonle Sap
id_004594,2,84.1517804281476,Tonle Sap
id_004621,20,203.770153108276,Plain
id_004622,21,131.853075965533,Plain
id_004623,7,91.0391794668798,Coastal
id_004659,25,23.3758263075531,Plain
id_004678,21,114.560580336013,Plain
id_004694,16,195.241627420388,Mountain
id_004720,25,30.6745876359948,Plain
id_004722,7,159.628412501623,Coastal
id_004724,20,124.127202152142,Plain
id_004735,6,206.267451801357,Tonle Sap
id_004736,3,65.6425821901305,Plain
id_004757,5,135.582957830946,Mountain
id_004760,14,116.242080540651,Plain
id_004763,13,46.0385336381762,Mountain
id_004790,7,76.4726951464731,Coastal
id_004801,21,57.0944747990433,Plain
id_004846,21,71.1071370772117,Plain
id_004866,25,37.5041471981019,Plain
id_004876,17,121.323495436552,Tonle Sap
id_004896,21,75.657041425415,Plain
id_004909,6,173.529387793527,Tonle Sap
id_004916,7,156.76902505027,Coastal
id_004924,6,138.844467890352,Tonle Sap
id_004934,6,101.57913664997,Tonle Sap
id_004970,2,141.48482167898,Tonle Sap
id_005012,24,17.8808596048532,Tonle Sap
id_005016,19,121.919159060402,Mountain
id_005032,13,66.96513983734749,Mountain
id_005037,12,70.6548388583327,Phnom Penh
id_005041,14,173.268002593834,Plain
id_005054,20,103.97845379652,Plain
id_005060,9,37.0108909056503,Coastal
id_005074,5,45.3935830940191,Mountain
id_005080,25,94.0694681095252,Plain
id_005111,14,202.980273380532,Plain
id_005122,6,56.3685913775081,Tonle Sap
id_005126,14,265.758639182507,Plain
id_005131,17,164.498547330489,Tonle Sap
id_005141,24,16.1808118325751,Tonle Sap
id_005171,14,37.2153231102215,Plain
id_005175,3,44.6928219166847,Plain
id_005179,8,57.0514118494998,Plain
id_005180,2,118.022962850751,Tonle Sap
id_005181,17,96.1246182256879,Tonle Sap
id_005196,2,74.1766429119039,Tonle Sap
id_005197,5,197.720569998831,Mountain
id_005204,12,18.6676379164873,Phnom Penh
id_005225,6,61.0041663263165,Tonle Sap
id_005226,15,91.3370579176021,Tonle Sap
id_005237,4,109.712131151732,Tonle Sap
id_005249,25,48.7301708292249,Plain
id_005259,8,167.711477936892,Plain
id_005265,3,157.711347052938,Plain
id_005279,13,79.0139588944114,Mountain
id_005335,8,134.47634676754,Plain
id_005344,10,289.890116607007,Mountain
id_005345,18,67.4622614863529,Coastal
id_005354,4,128.725138892033,Tonle Sap
id_005386,24,65.2867007464769,Tonle Sap
id_005389,7,137.48774041937,Coastal
id_005411,5,205.556489881311,Mountain
id_005419,17,90.66858293968809,Tonle Sap
id_005423,6,74.5348535851805,Tonle Sap
id_005432,7,147.724658220446,Coastal
id_005440,2,53.293579029048,Tonle Sap
id_005447,19,105.081270261772,Mountain
id_005453,21,75.0865806146213,Plain
id_005460,14,207.184504395042,Plain
id_005462,2,139.19028875822,Tonle Sap
id_005473,11,57.9151178088122,Mountain
id_005498,2,132.881849402502,Tonle Sap
id_005502,14,160.595575579599,Plain
id_005507,14,129.996418588717,Plain
id_005516,17,108.423197438679,Tonle Sap
id_005521,24,21.4989807565684,Tonle Sap
id_005531,18,28.1614264089601,Coastal
id_005550,25,63.6163870976625,Plain
id_005555,3,414.60600880874,Plain
id_005560,14,102.132017715768,Plain
id_005565,9,72.4101683338898,Coastal
id_005618,7,113.04433098863,Coastal
id_005619,21,114.98192841474,Plain
id_005633,12,32.407019423022,Phnom Penh
id_005642,15,180.018843216733,Tonle Sap
id_005644,4,167.029319032847,Tonle Sap
id_005657,8,56.8734893942441,Plain
id_005667,6,162.730031178925,Tonle Sap
id_005715,25,44.6265774962376,Plain
id_005723,2,43.4331769951729,Tonle Sap
id_005737,25,106.622065927436,Plain
id_005741,24,51.2447888498287,Tonle Sap
id_005744,23,31.2086412141534,Coastal
id_005747,13,74.46669921803399,Mountain
id_005749,6,175.894782295254,Tonle Sap
id_005751,3,78.6057544500522,Plain
id_005764,2,142.845252656662,Tonle Sap
id_005776,7,129.849091455779,Coastal
id_005798,6,107.138693193317,Tonle Sap
id_005835,2,55.0153575272191,Tonle Sap
id_005844,15,114.160093891459,Tonle Sap
id_005846,3,138.145527392093,Plain
id_005847,8,123.032158528288,Plain
id_005853,16,131.657734707565,Mountain
id_005856,14,57.524904929519,Plain
id_005880,15,247.551017357502,Tonle Sap
id_005885,7,76.3950578925172,Coastal
id_005889,10,84.4013612692019,Mountain
id_005899,8,53.6109650800362,Plain
id_005916,7,122.475800820523,Coastal
id_005918,7,36.5620089730499,Coastal
id_005935,2,94.7227300821047,Tonle Sap
id_005942,15,105.901393116981,Tonle Sap
id_005953,11,57.9151178088122,Mountain
id_005975,6,39.0973480545132,Tonle Sap
id_005976,8,16.4505546299272,Plain
id_005988,3,52.1416255694653,Plain
id_005993,19,36.2766180420388,Mountain
id_005994,22,311.513960341142,Tonle Sap
id_006003,20,168.934438462335,Plain
id_006032,5,135.582957830946,Mountain
id_006033,10,50.182674815794,Mountain
id_006036,18,53.61935588266,Coastal
id_006043,1,84.825323827736,Tonle Sap
id_006053,4,109.269994443503,Tonle Sap
id_006056,4,250.615753711532,Tonle Sap
id_006060,23,28.69697974935,Coastal
id_006075,5,178.325167639653,Mountain
id_006096,21,149.2241954975,Plain
id_006104,17,179.84697776972,Tonle Sap
id_006106,7,76.4726951464731,Coastal
id_006118,1,288.559014673191,Tonle Sap
id_006121,25,28.3809374427826,Plain
id_006123,21,204.359914893243,Plain
id_006130,3,187.61726531477,Plain
id_006139,12,97.8962045070456,Phnom Penh
id_006141,20,64.3142591370716,Plain
id_006148,17,83.592010612688,Tonle Sap
id_006152,17,228.200699722253,Tonle Sap
id_006159,14,150.113204656553,Plain
id_006171,8,37.7433518523242,Plain
id_006173,14,156.79288314127,Plain
id_006182,6,193.934446303178,Tonle Sap
id_006196,21,157.464692317741,Plain
id_006200,14,217.74818800729,Plain
id_006217,6,29.4747191541785,Tonle Sap
id_006220,6,114.237934834313,Tonle Sap
id_006225,5,128.346803906483,Mountain
id_006229,18,53.61935588266,Coastal
id_006239,17,228.200699722253,Tonle Sap
id_006259,12,40.5087742787775,Phnom Penh
id_006293,12,42.8916433539997,Phnom Penh
id_006306,15,221.385484369372,Tonle Sap
id_006312,12,81.0175485575549,Phnom Penh
id_006314,6,160.716854887325,Tonle Sap
id_006327,13,124.373824185648,Mountain
id_006341,7,31.3759084094967,Coastal
id_006346,6,19.9197277800217,Tonle Sap
id_006348,4,326.822637753613,Tonle Sap
id_006351,6,19.9197277800217,Tonle Sap
id_006352,5,72.6665342730746,Mountain
id_006378,20,92.34495680007841,Plain
id_006393,18,28.9123977798656,Coastal
id_006395,10,31.8674298623903,Mountain
id_006398,1,249.23997156668,Tonle Sap
id_006410,15,105.17656925263,Tonle Sap
id_006411,25,89.1716878975781,Plain
id_006420,25,103.048766801105,Plain
id_006422,25,98.8204513473795,Plain
id_006427,17,180.295101468481,Tonle Sap
id_006433,16,131.657734707565,Mountain
id_006451,15,108.251327902343,Tonle Sap
id_006452,17,91.9951952653103,Tonle Sap
id_006467,21,217.685301124638,Plain
id_006468,3,109.012571715327,Plain
id_006470,14,54.0975469574944,Plain
id_006475,4,108.47593812467,Tonle Sap
id_006476,2,78.21632110539331,Tonle Sap
id_006477,7,149.878078894215,Coastal
id_006479,14,176.214737331825,Plain
id_006484,5,63.8964353090828,Mountain
id_006489,23,25.817233492472,Coastal
id_006493,3,66.42953588902709,Plain
id_006507,14,93.3525564995353,Plain
id_006521,9,75.3676323896878,Coastal
id_006525,20,64.3142591370716,Plain
id_006531,25,90.2156491217447,Plain
id_006546,2,207.774912955146,Tonle Sap
id_006563,21,173.498296264334,Plain
id_006595,6,166.938566468036,Tonle Sap
id_006596,6,110.255492139345,Tonle Sap
id_006620,24,51.2447888498287,Tonle Sap
id_006636,10,30.6286220137239,Mountain
id_006644,6,106.689210506652,Tonle Sap
id_006645,6,232.423835515801,Tonle Sap
id_006653,4,108.908797278771,Tonle Sap
id_006654,9,37.6838161948439,Coastal
id_006662,2,168.117874280534,Tonle Sap
id_006670,23,28.69697974935,Coastal
id_006674,1,76.68567847003619,Tonle Sap
id_006675,8,44.0615866806706,Plain
id_006678,14,144.998298375351,Plain
id_006685,14,58.4590700523063,Plain
id_006704,21,75.0352449751509,Plain
id_006707,2,288.520390039363,Tonle Sap
id_006716,12,32.407019423022,Phnom Penh
id_006728,25,183.180083400312,Plain
id_006752,17,90.66858293968809,Tonle Sap
id_006757,3,105.335964636471,Plain
id_006760,2,46.1500047044601,Tonle Sap
id_006761,5,72.31884750621791,Mountain
id_006786,17,77.68535548490971,Tonle Sap
id_006797,16,102.97554188839,Mountain
id_006804,5,153.948439634515,Mountain
id_006811,3,139.485407596878,Plain
id_006812,8,15.1945207663484,Plain
id_006817,17,156.052041216121,Tonle Sap
id_006818,17,190.023847569306,Tonle Sap
id_006825,17,83.592010612688,Tonle Sap
id_006848,5,68.39203225701129,Mountain
id_006855,2,170.630338195322,Tonle Sap
id_006873,22,121.237865646283,Tonle Sap
id_006877,25,17.9532208318197,Plain
id_006882,2,178.983246445647,Tonle Sap
id_006883,12,71.4860722566662,Phnom Penh
id_006890,14,96.69946358195079,Plain
id_006894,1,108.190409289698,Tonle Sap
id_006908,14,144.792471133327,Plain
id_006914,14,147.977904219559,Plain
id_006919,14,265.758639182507,Plain
id_006942,8,85.9654771484247,Plain
id_006949,1,297.635252902884,Tonle Sap
id_006956,2,288.520390039363,Tonle Sap
id_006961,6,175.894782295254,Tonle Sap
id_006970,6,193.767978936113,Tonle Sap
id_006976,12,97.8962045070456,Phnom Penh
id_006986,7,36.5620089730499,Coastal
id_006988,6,76.05714243281029,Tonle Sap
id_006998,18,54.5494947025888,Coastal
id_007004,25,98.8204513473795,Plain
