hhid,province,weight,zone
id_097516,4,89.4835179816306,Tonle Sap
id_097525,4,212.059483909757,Tonle Sap
id_097545,2,115.821805320461,Tonle Sap
id_097547,10,75.0387176608041,Mountain
id_097556,10,57.5068005155633,Mountain
id_097558,21,99.8718137681436,Plain
id_097570,3,25.5387553809626,Plain
id_097573,21,71.1071370772117,Plain
id_097575,17,83.592010612688,Tonle Sap
id_097579,13,120.477776681036,Mountain
id_097580,2,38.4975887002668,Tonle Sap
id_097586,20,169.788376958764,Plain
id_097589,14,113.205672383851,Plain
id_097590,17,183.162129433678,Tonle Sap
id_097592,3,414.60600880874,Plain
id_097615,25,145.722104807556,Plain
id_097638,21,50.3283026822326,Plain
id_097656,7,112.213617930719,Coastal
id_097664,25,47.4157385897524,Plain
id_097672,14,159.819772777202,Plain
id_097680,6,206.267451801357,Tonle Sap
id_097685,4,106.236254603851,Tonle Sap
id_097688,17,54.0571497201391,Tonle Sap
id_097693,2,101.539005944092,Tonle Sap
id_097704,19,40.5644609466401,Mountain
id_097712,7,100.667735149337,Coastal
id_097714,7,60.0258652622432,Coastal
id_097720,4,108.47593812467,Tonle Sap
id_097730,2,228.898165260537,Tonle Sap
id_097743,6,110.255492139345,Tonle Sap
id_097775,3,119.302740372733,Plain
id_097780,21,70.8466746814823,Plain
id_097786,11,21.3069867418528,Mountain
id_097791,8,57.0514118494998,Plain
id_097798,23,46.0314575971001,Coastal
id_097815,10,84.4013612692019,Mountain
id_097839,1,182.447487074648,Tonle Sap
id_097843,21,146.126171438802,Plain
id_097851,14,38.7039360346304,Plain
id_097860,25,81.0091501694811,Plain
id_097862,8,96.212648361299,Plain
id_097864,15,297.68793226535,Tonle Sap
id_097866,23,29.0295160007519,Coastal
id_097875,17,79.18080571306,Tonle Sap
id_097886,20,100.047770094374,Plain
id_097887,2,89.211277894632,Tonle Sap
id_097909,8,101.457600909439,Plain
id_097920,7,118.130505532386,Coastal
id_097927,21,204.032939029414,Plain
id_097940,8,48.4152136710451,Plain
id_097945,21,70.8466746814823,Plain
id_097988,7,82.69135387267011,Coastal
id_097994,7,53.5944934067188,Coastal
id_098007,17,164.498547330489,Tonle Sap
id_098013,14,207.184504395042,Plain
id_098033,8,32.9737202955675,Plain
id_098037,21,94.0707349586953,Plain
id_098042,17,127.579699870753,Tonle Sap
id_098050,2,107.556132222261,Tonle Sap
id_098068,2,44.9308727536271,Tonle Sap
id_098072,1,210.67099476243,Tonle Sap
id_098076,7,217.746770355298,Coastal
id_098077,8,138.411178344325,Plain
id_098082,25,89.1716878975781,Plain
id_098093,5,114.385598680346,Mountain
id_098133,14,188.38176658965,Plain
id_098139,14,181.606170519111,Plain
id_098142,7,116.125203740941,Coastal
id_098151,8,73.75957076817311,Plain
id_098177,14,125.603812332628,Plain
id_098188,17,148.295817146692,Tonle Sap
id_098190,6,118.425108306581,Tonle Sap
id_098241,14,188.38176658965,Plain
id_098294,8,37.7433518523242,Plain
id_098316,24,40.2112218725928,Tonle Sap
id_098320,1,182.447487074648,Tonle Sap
id_098337,2,116.519143240782,Tonle Sap
id_098341,21,57.0944747990433,Plain
id_098345,2,55.0153575272191,Tonle Sap
id_098358,3,104.50980020795,Plain
id_098363,11,57.9151178088122,Mountain
id_098371,25,125.425957479367,Plain
id_098385,17,130.340587976373,Tonle Sap
id_098389,8,108.726093583139,Plain
id_098390,21,102.117749635885,Plain
id_098396,5,109.118534266952,Mountain
id_098401,13,107.116212217304,Mountain
id_098407,21,172.410289031322,Plain
id_098412,21,133.206508125079,Plain
id_098416,15,358.989595354067,Tonle Sap
id_098417,1,157.021182087009,Tonle Sap
id_098421,8,50.6058408716759,Plain
id_098427,14,93.3525564995353,Plain
id_098439,2,172.726728232329,Tonle Sap
id_098460,1,210.67099476243,Tonle Sap
id_098470,8,18.9290366432629,Plain
id_098472,24,24.0209947733572,Tonle Sap
id_098476,1,108.190409289698,Tonle Sap
id_098495,7,48.9707943910126,Coastal
id_098504,17,213.306880610598,Tonle Sap
id_098513,2,93.3207617810791,Tonle Sap
id_098519,17,162.03699166049,Tonle Sap
id_098543,25,158.694018928439,Plain
id_098545,10,178.228738358382,Mountain
id_098551,16,171.862628530969,Mountain
id_098553,21,118.243954910519,Plain
id_098560,7,116.125203740941,Coastal
id_098600,14,158.872027557861,Plain
id_098626,21,124.083162560421,Plain
id_098640,17,205.977342234639,Tonle Sap
id_098654,8,86.76374146738191,Plain
id_098669,25,106.253755943423,Plain
id_098691,25,107.495529137417,Plain
id_098704,16,101.386527361311,Mountain
id_098711,21,53.0022921985558,Plain
id_098774,3,66.3183809086289,Plain
id_098775,15,109.240335050953,Tonle Sap
id_098783,17,45.2961633861856,Tonle Sap
id_098810,3,35.7542575333477,Plain
id_098814,15,123.271462887491,Tonle Sap
id_098822,17,250.233518176619,Tonle Sap
id_098840,3,177.730500332081,Plain
id_098846,3,108.9047240941,Plain
id_098849,23,40.5292599311966,Coastal
id_098854,21,60.069264491697,Plain
id_098859,14,65.31289205843851,Plain
id_098862,25,17.0867526449558,Plain
id_098881,14,160.195215756205,Plain
id_098902,3,214.980893456383,Plain
id_098906,6,56.3685913775081,Tonle Sap
id_098917,6,152.809807350263,Tonle Sap
id_098932,8,34.1356748253137,Plain
id_098941,24,34.54330615943,Tonle Sap
id_098953,18,24.724777762443,Coastal
id_098971,5,65.5810765767319,Mountain
id_098978,7,147.724658220446,Coastal
id_098979,16,104.251345062229,Mountain
id_099002,14,143.686763068163,Plain
id_099006,17,134.536945434592,Tonle Sap
id_099008,14,217.74818800729,Plain
id_099017,14,58.4590700523063,Plain
id_099055,17,98.8235017374093,Tonle Sap
id_099070,25,125.425957479367,Plain
id_099076,14,265.758639182507,Plain
id_099095,13,59.086888091777,Mountain
id_099099,2,107.556132222261,Tonle Sap
id_099134,14,147.977904219559,Plain
id_099147,5,208.202183119307,Mountain
id_099153,8,141.960182917256,Plain
id_099159,6,152.809807350263,Tonle Sap
id_099165,14,44.4305388152643,Plain
id_099172,14,225.229941901338,Plain
id_099173,17,119.531542269101,Tonle Sap
id_099177,7,162.269692595894,Coastal
id_099200,21,163.190681129295,Plain
id_099231,8,60.2879372342214,Plain
id_099247,15,110.097413418599,Tonle Sap
id_099254,8,50.6058408716759,Plain
id_099260,1,190.02099387269,Tonle Sap
id_099264,11,130.862109361295,Mountain
id_099269,3,135.181154616804,Plain
id_099306,20,273.641698529666,Plain
id_099328,4,70.97018169388799,Tonle Sap
id_099334,12,18.6676379164873,Phnom Penh
id_099338,8,26.6813714899601,Plain
id_099341,13,74.46669921803399,Mountain
id_099343,17,79.18080571306,Tonle Sap
id_099355,20,117.79197624091,Plain
id_099358,21,186.529793581106,Plain
id_099370,7,137.153728295665,Coastal
id_099420,3,93.03079036817201,Plain
id_099421,3,139.485407596878,Plain
id_099433,7,43.3194916596233,Coastal
id_099457,20,291.11042589746,Plain
id_099463,2,111.791936861736,Tonle Sap
id_099478,15,72.9039555260677,Tonle Sap
id_099486,2,178.983246445647,Tonle Sap
id_099501,24,31.306380966868,Tonle Sap
id_099505,2,106.554837116861,Tonle Sap
id_099507,5,148.560817398609,Mountain
id_099541,14,116.242080540651,Plain
id_099543,5,116.569232063057,Mountain
id_099556,2,52.6209644364595,Tonle Sap
id_099564,6,116.295516232197,Tonle Sap
id_099575,4,129.398906469063,Tonle Sap
id_099586,1,205.466447133342,Tonle Sap
id_099601,7,144.457772997802,Coastal
id_099605,20,235.439297782875,Plain
id_099609,12,81.0175485575549,Phnom Penh
id_099612,17,182.897953285456,Tonle Sap
id_099622,3,110.383213180985,Plain
id_099632,9,52.4711364738333,Coastal
id_099633,17,97.5723349542637,Tonle Sap
id_099639,7,109.599583884702,Coastal
id_099650,2,152.665863776808,Tonle Sap
id_099656,25,172.471093909217,Plain
id_099665,17,132.777045281547,Tonle Sap
id_099675,21,204.032939029414,Plain
id_099683,6,24.6067225517915,Tonle Sap
id_099690,1,262.798753779257,Tonle Sap
id_099698,7,100.667735149337,Coastal
id_099710,5,176.39484251779,Mountain
id_099719,20,222.184008910883,Plain
id_099731,8,56.8734893942441,Plain
id_099733,14,93.4611951537313,Plain
id_099737,2,231.409309303793,Tonle Sap
id_099740,4,236.294301474444,Tonle Sap
id_099749,14,90.712350081165,Plain
id_099754,17,168.92906279899,Tonle Sap
id_099762,21,172.410289031322,Plain
id_099771,7,154.673707971791,Coastal
id_099778,3,414.60600880874,Plain
id_099788,21,224.212020911444,Plain
id_099803,3,231.739122200235,Plain
id_099827,7,114.71714356173,Coastal
id_099830,8,51.4057977184169,Plain
id_099833,3,65.6425821901305,Plain
id_099846,14,276.893176057944,Plain
id_099859,7,125.415220040216,Coastal
id_099871,8,51.4051844607821,Plain
id_099895,8,51.4057977184169,Plain
id_099897,14,113.205672383851,Plain
id_099899,8,44.4832361116678,Plain
id_099901,25,36.1262770207639,Plain
id_099902,24,36.8922509782713,Tonle Sap
id_099907,8,128.036634387123,Plain
id_099926,10,30.6286220137239,Mountain
id_099931,16,138.501238270362,Mountain
id_099952,22,85.8768214994498,Tonle Sap
id_099957,1,249.23997156668,Tonle Sap
id_099971,12,88.61294373482571,Phnom Penh
id_099974,8,159.795721432366,Plain
id_099975,4,175.81421240658,Tonle Sap
id_099978,3,214.242639938584,Plain
id_099982,2,139.988347603529,Tonle Sap
id_099993,21,204.032939029414,Plain
id_100014,5,74.52395065537721,Mountain
id_100023,3,139.043473320141,Plain
id_100057,2,139.19028875822,Tonle Sap
id_100058,11,82.22156342144881,Mountain
id_100068,14,105.884179656939,Plain
id_100072,2,276.474682561282,Tonle Sap
id_100080,17,196.816666148344,Tonle Sap
id_100081,5,72.6665342730746,Mountain
id_100097,6,76.05714243281029,Tonle Sap
id_100107,17,165.155076953728,Tonle Sap
id_100109,8,104.515227238216,Plain
id_100110,17,83.592010612688,Tonle Sap
id_100112,14,140.369014178847,Plain
id_100123,5,125.759166730949,Mountain
id_100129,7,60.0258652622432,Coastal
id_100131,10,207.394389629557,Mountain
id_100150,14,65.8109206471193,Plain
id_100162,10,290.678099406603,Mountain
id_100165,21,75.0865806146213,Plain
id_100166,2,84.39855984289269,Tonle Sap
id_100169,14,69.41466788819569,Plain
id_100183,19,94.3744601615706,Mountain
id_100202,2,40.6128408266552,Tonle Sap
id_100223,21,140.132513069653,Plain
id_100238,4,110.85974517523,Tonle Sap
id_100259,15,82.2428919777541,Tonle Sap
id_100274,19,40.5644609466401,Mountain
id_100300,8,30.4051630401413,Plain
id_100318,20,103.25507072413,Plain
id_100327,15,180.018843216733,Tonle Sap
id_100350,20,211.44041283979,Plain
id_100363,24,20.9350730645927,Tonle Sap
id_100377,2,121.051914320476,Tonle Sap
id_100378,13,51.3216440556721,Mountain
id_100383,6,101.845593143659,Tonle Sap
id_100416,15,110.097413418599,Tonle Sap
id_100436,13,131.689931490686,Mountain
id_100441,3,105.335964636471,Plain
id_100443,11,153.747173896942,Mountain
id_100447,2,46.1500047044601,Tonle Sap
id_100451,14,37.2153231102215,Plain
id_100462,14,187.800435862655,Plain
id_100463,14,148.374094100531,Plain
id_100476,17,218.931456366563,Tonle Sap
id_100500,14,51.578592442844,Plain
id_100508,14,37.2153231102215,Plain
id_100513,10,129.844890335618,Mountain
id_100514,3,157.711347052938,Plain
id_100522,14,186.526348780819,Plain
id_100523,25,108.883266356829,Plain
id_100540,19,18.2432760871132,Mountain
id_100557,13,66.96513983734749,Mountain
id_100574,4,212.059483909757,Tonle Sap
id_100579,8,44.4832361116678,Plain
id_100590,25,106.653779807843,Plain
id_100593,14,147.025457634109,Plain
id_100596,4,110.85974517523,Tonle Sap
id_100625,1,252.310924790928,Tonle Sap
id_100627,25,27.6532210980958,Plain
id_100641,15,188.759427546471,Tonle Sap
id_100646,6,55.0413530763758,Tonle Sap
id_100660,25,127.343627077192,Plain
id_100669,2,91.8019422852517,Tonle Sap
id_100685,3,111.790295898457,Plain
id_100687,8,28.699290342142,Plain
id_100710,2,168.117874280534,Tonle Sap
id_100728,25,142.936724270317,Plain
id_100731,21,40.847099854354,Plain
id_100733,6,39.0973480545132,Tonle Sap
id_100765,3,214.980893456383,Plain
id_100768,7,104.191105879564,Coastal
id_100786,6,136.1932540593,Tonle Sap
id_100794,5,199.873322714024,Mountain
id_100795,2,111.264964367855,Tonle Sap
id_100804,15,105.901393116981,Tonle Sap
id_100806,13,51.3216440556721,Mountain
id_100816,6,157.562624160509,Tonle Sap
id_100819,20,125.224234707988,Plain
id_100825,6,178.303803694096,Tonle Sap
id_100858,25,190.520394434601,Plain
id_100879,14,181.60967553862,Plain
id_100903,8,57.0514118494998,Plain
id_100915,4,108.47593812467,Tonle Sap
id_100925,19,469.112813668628,Mountain
id_100932,21,234.251365131359,Plain
id_100933,2,103.352741628056,Tonle Sap
id_100948,6,152.809807350263,Tonle Sap
id_100951,25,81.7169116911025,Plain
id_100962,8,54.451778550939,Plain
id_100969,25,169.691684131864,Plain
id_100972,6,118.425108306581,Tonle Sap
id_100988,13,61.3847115175685,Mountain
id_100993,19,130.535739455618,Mountain
id_100995,1,408.879750823314,Tonle Sap
id_101005,2,75.8749942657038,Tonle Sap
id_101007,8,29.7546729843932,Plain
id_101041,9,72.4101683338898,Coastal
id_101063,22,75.7593474979309,Tonle Sap
id_101072,10,54.2470567430235,Mountain
id_101099,5,83.8394444872992,Mountain
id_101109,6,53.8891186319428,Tonle Sap
id_101128,24,65.2867007464769,Tonle Sap
id_101129,14,176.214737331825,Plain
id_101130,23,35.2907841577768,Coastal
id_101134,4,109.269994443503,Tonle Sap
id_101138,13,91.0052372090102,Mountain
id_101181,5,178.097214479144,Mountain
id_101184,22,75.7593474979309,Tonle Sap
id_101188,10,120.308723095059,Mountain
id_101207,14,173.268002593834,Plain
id_101223,5,128.346803906483,Mountain
id_101235,25,107.602286752631,Plain
id_101252,1,671.37291499599,Tonle Sap
id_101261,25,171.468397566728,Plain
id_101262,17,76.8866424144481,Tonle Sap
id_101268,8,147.673404400628,Plain
id_101294,5,116.569232063057,Mountain
id_101307,17,58.6423543839011,Tonle Sap
id_101310,21,182.099001453135,Plain
id_101314,20,170.341073498344,Plain
id_101341,2,57.6193565476396,Tonle Sap
id_101354,10,82.8774478018416,Mountain
id_101385,2,20.7294708386052,Tonle Sap
id_101390,21,150.173161229243,Plain
id_101394,6,55.0413530763758,Tonle Sap
id_101443,7,186.325084506559,Coastal
id_101460,21,89.51498237978331,Plain
id_101474,20,51.6728624343759,Plain
id_101484,7,147.724658220446,Coastal
id_101486,21,374.535989477071,Plain
id_101488,8,50.6337005508506,Plain
id_101490,6,116.677439109807,Tonle Sap
id_101491,17,213.306880610598,Tonle Sap
id_101492,9,54.1704857800881,Coastal
id_101495,17,54.0571497201391,Tonle Sap
id_101509,18,28.9123977798656,Coastal
id_101512,20,203.770153108276,Plain
id_101514,3,55.5640488693918,Plain
id_101515,3,86.16714652991899,Plain
id_101516,9,28.1168008430522,Coastal
id_101521,19,130.950207879691,Mountain
id_101525,3,160.434776907855,Plain
id_101534,4,53.0326808609498,Tonle Sap
id_101552,1,84.825323827736,Tonle Sap
id_101553,16,93.51793011417629,Mountain
id_101563,2,127.402522639726,Tonle Sap
id_101568,14,144.691776200962,Plain
id_101588,8,104.515227238216,Plain
id_101593,17,79.18080571306,Tonle Sap
id_101600,8,33.8919894184137,Plain
id_101606,14,176.214737331825,Plain
id_101649,17,91.9951952653103,Tonle Sap
id_101654,2,142.515112015411,Tonle Sap
id_101656,5,63.439037857446,Mountain
id_101660,2,73.80338053927569,Tonle Sap
id_101666,5,103.317295226773,Mountain
id_101679,2,228.898165260537,Tonle Sap
id_101692,8,73.75957076817311,Plain
id_101715,25,87.4653063167804,Plain
id_101719,3,109.977888501806,Plain
id_101738,2,142.515112015411,Tonle Sap
id_101773,5,152.167773097909,Mountain
id_101779,14,127.384147468789,Plain
id_101792,17,195.966618286154,Tonle Sap
id_101821,2,120.830464996527,Tonle Sap
id_101825,17,83.40245956821499,Tonle Sap
id_101834,25,47.4157385897524,Plain
id_101850,15,110.097413418599,Tonle Sap
id_101865,17,104.679709247774,Tonle Sap
id_101879,24,34.54330615943,Tonle Sap
id_101880,17,65.3753654427934,Tonle Sap
id_101886,5,178.325167639653,Mountain
id_101888,17,124.57124577277,Tonle Sap
id_101907,25,106.653779807843,Plain
id_101912,10,91.2275064525536,Mountain
id_101914,2,139.118854761271,Tonle Sap
id_101925,4,24.8905514193585,Tonle Sap
id_101939,6,90.7454265534322,Tonle Sap
id_101954,18,11.1706991422209,Coastal
id_101956,8,48.4152136710451,Plain
id_101959,4,94.1203253195136,Tonle Sap
id_101962,3,177.730500332081,Plain
id_101989,5,178.325167639653,Mountain
id_101990,1,99.4414520455562,Tonle Sap
id_101995,8,44.4982393871632,Plain
id_102019,7,191.672317419952,Coastal
id_102021,3,180.241539489072,Plain
id_102024,7,113.04433098863,Coastal
id_102045,8,43.7988786330268,Plain
id_102055,12,209.692478619554,Phnom Penh
id_102061,8,20.3286639923505,Plain
id_102080,8,52.2764587736769,Plain
id_102089,6,173.529387793527,Tonle Sap
id_102104,20,231.129196221633,Plain
id_102118,21,76.83278016379811,Plain
id_102119,25,114.980729272811,Plain
id_102123,8,44.4982393871632,Plain
id_102124,2,123.252858217212,Tonle Sap
id_102132,17,144.270112104305,Tonle Sap
id_102133,7,49.2550950841391,Coastal
id_102138,4,350.995007850634,Tonle Sap
id_102142,5,66.9348315583824,Mountain
id_102148,7,147.724658220446,Coastal
id_102151,21,146.126171438802,Plain
id_102166,8,26.1672874481808,Plain
id_102169,15,282.050943641657,Tonle Sap
id_102197,25,170.791180656855,Plain
id_102199,17,259.332918837587,Tonle Sap
id_102203,2,90.6723207687662,Tonle Sap
id_102222,16,122.897607508629,Mountain
id_102234,21,133.004174247771,Plain
id_102253,15,101.222020895697,Tonle Sap
id_102255,19,99.34153701218,Mountain
id_102257,17,164.498547330489,Tonle Sap
id_102265,21,234.251365131359,Plain
id_102278,18,25.931738214931,Coastal
id_102317,16,82.71601730035501,Mountain
id_102338,16,77.3397227948458,Mountain
id_102344,25,64.3633202854642,Plain
id_102382,20,80.3143918980016,Plain
id_102396,14,144.792471133327,Plain
id_102397,20,79.5850411168766,Plain
id_102400,10,112.120991695885,Mountain
id_102453,24,20.9350730645927,Tonle Sap
id_102478,10,55.1469886257203,Mountain
id_102495,17,141.9506503111,Tonle Sap
id_102508,20,79.5850411168766,Plain
id_102512,21,118.243954910519,Plain
id_102514,7,106.037404211721,Coastal
id_102523,21,40.847099854354,Plain
id_102530,25,60.6343689524594,Plain
id_102531,1,328.625685587275,Tonle Sap
id_102553,23,47.6425586129986,Coastal
id_102554,8,48.9310141920149,Plain
id_102558,9,21.2575373406812,Coastal
id_102559,2,234.266214356927,Tonle Sap
id_102561,20,120.625116586263,Plain
id_102565,25,89.1716878975781,Plain
id_102572,25,171.812830183512,Plain
id_102582,23,35.2907841577768,Coastal
id_102593,21,55.9736328218086,Plain
id_102594,21,89.51498237978331,Plain
id_102614,9,24.5258503346748,Coastal
id_102633,5,87.23382473891959,Mountain
id_102635,8,101.457600909439,Plain
id_102641,20,170.341073498344,Plain
id_102655,25,81.0091501694811,Plain
id_102692,13,124.373824185648,Mountain
id_102697,2,70.34921438956,Tonle Sap
id_102701,8,22.1767243552915,Plain
id_102704,8,42.5109026018524,Plain
id_102719,23,29.0295160007519,Coastal
id_102762,18,24.724777762443,Coastal
id_102783,3,114.670561171204,Plain
id_102788,6,56.3685913775081,Tonle Sap
id_102802,24,20.9350730645927,Tonle Sap
id_102806,1,286.002867372766,Tonle Sap
id_102812,17,58.6423543839011,Tonle Sap
id_102824,7,116.125203740941,Coastal
id_102851,4,167.029319032847,Tonle Sap
id_102872,6,117.564873391713,Tonle Sap
id_102887,20,220.575351645302,Plain
id_102899,1,238.415835658641,Tonle Sap
id_102901,6,135.713598619009,Tonle Sap
id_102907,7,29.4398269468418,Coastal
id_102910,14,100.016662009034,Plain
id_102913,11,55.1887176916653,Mountain
id_102929,9,37.1435464286096,Coastal
id_102939,16,98.7462532112766,Mountain
id_102947,24,36.8922509782713,Tonle Sap
id_102957,17,238.859267350409,Tonle Sap
id_102962,8,134.47634676754,Plain
id_102996,14,122.376190570378,Plain
id_102998,1,110.855717456138,Tonle Sap
id_103001,15,282.050943641657,Tonle Sap
id_103008,6,132.922439046728,Tonle Sap
id_103029,7,141.759224779499,Coastal
id_103032,22,106.264762201765,Tonle Sap
id_103042,5,130.403384161,Mountain
id_103050,1,135.13838354909,Tonle Sap
id_103080,8,15.4639271629148,Plain
id_103095,13,61.3847115175685,Mountain
id_103112,13,66.96513983734749,Mountain
id_103115,21,124.083162560421,Plain
id_103136,21,127.867834185358,Plain
id_103139,9,36.4847360350532,Coastal
id_103141,4,88.29343341031149,Tonle Sap
id_103159,5,249.142403221971,Mountain
id_103191,21,149.2241954975,Plain
id_103192,14,135.957792813939,Plain
id_103201,3,231.739122200235,Plain
id_103205,21,165.804260960984,Plain
id_103211,5,184.738127561417,Mountain
id_103231,3,122.077222706983,Plain
id_103244,7,100.708925337898,Coastal
id_103249,15,188.759427546471,Tonle Sap
id_103259,19,154.807228510646,Mountain
id_103263,17,72.74838362023741,Tonle Sap
id_103267,6,166.938566468036,Tonle Sap
id_103277,8,57.5548165842563,Plain
id_103281,8,17.2990362656487,Plain
id_103294,2,78.21632110539331,Tonle Sap
id_103300,18,53.61935588266,Coastal
id_103303,24,42.9551906535329,Tonle Sap
id_103308,6,149.606572862451,Tonle Sap
id_103318,21,119.676213390683,Plain
id_103321,3,103.649410986933,Plain
id_103335,4,108.47593812467,Tonle Sap
id_103340,11,68.1313839214364,Mountain
id_103378,14,152.477232388396,Plain
id_103407,17,53.9738567313564,Tonle Sap
id_103410,4,110.50478475084,Tonle Sap
id_103427,15,105.17656925263,Tonle Sap
id_103432,2,52.6209644364595,Tonle Sap
id_103434,14,143.726809546164,Plain
id_103439,13,80.47718035541899,Mountain
id_103442,4,167.029319032847,Tonle Sap
id_103446,16,93.51793011417629,Mountain
id_103448,17,235.85646513229,Tonle Sap
id_103450,19,130.535739455618,Mountain
id_103472,3,39.9883143465073,Plain
id_103481,12,27.2616377249998,Phnom Penh
id_103486,8,73.75957076817311,Plain
id_103493,5,205.556489881311,Mountain
id_103508,3,86.16714652991899,Plain
id_103525,15,258.480253381622,Tonle Sap
id_103528,7,31.3759084094967,Coastal
id_103529,6,116.295516232197,Tonle Sap
id_103535,25,84.25312058783631,Plain
id_103543,14,141.396104526496,Plain
id_103544,21,118.243954910519,Plain
id_103547,16,171.862628530969,Mountain
id_103554,22,121.237865646283,Tonle Sap
id_103574,9,72.4101683338898,Coastal
id_103582,15,325.851320618344,Tonle Sap
id_103584,17,130.340587976373,Tonle Sap
id_103598,4,117.216797601861,Tonle Sap
id_103599,21,116.34036078052,Plain
id_103650,7,32.4896187447175,Coastal
id_103652,22,160.923303650777,Tonle Sap
id_103654,2,167.1828091258,Tonle Sap
id_103666,8,43.7988786330268,Plain
id_103668,4,150.55305351169,Tonle Sap
id_103703,15,282.050943641657,Tonle Sap
id_103704,1,328.625685587275,Tonle Sap
id_103706,7,153.433513878988,Coastal
id_103720,15,252.850984442669,Tonle Sap
id_103730,3,52.1416255694653,Plain
id_103731,8,84.702766634794,Plain
id_103733,4,53.0326808609498,Tonle Sap
id_103742,20,114.828583187502,Plain
id_103744,2,55.0153575272191,Tonle Sap
id_103745,14,186.526348780819,Plain
id_103746,14,48.1559389319765,Plain
id_103751,8,83.26273337190381,Plain
id_103758,17,218.385615863231,Tonle Sap
id_103766,3,79.07191569874981,Plain
id_103788,1,241.428739468096,Tonle Sap
id_103805,7,75.1981502273653,Coastal
id_103813,7,11.0877270319274,Coastal
id_103841,6,193.934446303178,Tonle Sap
id_103846,5,205.556489881311,Mountain
id_103851,3,103.649410986933,Plain
id_103853,15,67.7522544114458,Tonle Sap
id_103861,14,159.819772777202,Plain
id_103884,16,135.824885840016,Mountain
id_103891,23,27.7405923547908,Coastal
id_103901,21,131.853075965533,Plain
id_103905,3,55.5640488693918,Plain
id_103909,25,140.429062441013,Plain
id_103911,25,98.8204513473795,Plain
id_103918,25,125.425957479367,Plain
id_103927,25,41.53555914152,Plain
id_103932,21,75.0865806146213,Plain
id_103941,13,42.8534778518874,Mountain
id_103954,16,81.4829222302839,Mountain
id_103958,6,94.3094498877862,Tonle Sap
id_103968,25,14.8755258320792,Plain
id_103979,8,17.2990362656487,Plain
id_104009,1,147.915286096108,Tonle Sap
id_104023,6,76.05714243281029,Tonle Sap
id_104026,14,64.9545222803404,Plain
id_104028,12,71.4860722566662,Phnom Penh
id_104039,3,110.383213180985,Plain
id_104040,3,96.5579675834316,Plain
id_104054,22,85.8768214994498,Tonle Sap
id_104057,3,186.220091319519,Plain
id_104066,25,41.53555914152,Plain
id_104077,9,55.0763467463103,Coastal
id_104087,2,67.01118736398109,Tonle Sap
id_104097,3,47.0450757017733,Plain
id_104103,8,17.2990362656487,Plain
id_104105,10,57.5068005155633,Mountain
id_104111,13,54.7896598669205,Mountain
id_104134,8,43.5614228407511,Plain
id_104148,8,280.729169418175,Plain
id_104169,14,129.996418588717,Plain
id_104172,9,46.1072574619266,Coastal
id_104179,22,75.7593474979309,Tonle Sap
id_104182,15,123.271462887491,Tonle Sap
id_104184,6,38.9421705249072,Tonle Sap
id_104191,12,46.7408933985894,Phnom Penh
id_104204,9,54.1704857800881,Coastal
id_104206,17,57.8309507383376,Tonle Sap
id_104221,7,147.724658220446,Coastal
id_104226,7,120.010635953801,Coastal
id_104229,2,84.9127359649425,Tonle Sap
id_104231,20,168.934438462335,Plain
id_104244,25,133.219975550581,Plain
id_104246,21,118.557758865192,Plain
id_104259,22,268.86051038674,Tonle Sap
id_104266,14,190.562656656076,Plain
id_104268,6,165.383238209016,Tonle Sap
id_104276,20,337.939134540997,Plain
id_104284,14,65.8109206471193,Plain
id_104292,5,74.52395065537721,Mountain
id_104299,2,147.889681805608,Tonle Sap
id_104314,14,98.6362436028993,Plain
id_104315,4,89.4835179816306,Tonle Sap
id_104323,3,65.6425821901305,Plain
id_104333,21,91.0727558422502,Plain
id_104334,1,31.7972667174328,Tonle Sap
id_104353,17,104.679709247774,Tonle Sap
id_104361,14,102.132017715768,Plain
id_104380,14,142.876814052831,Plain
id_104389,20,89.5662948862516,Plain
id_104390,3,119.180858444492,Plain
id_104393,3,96.2785245335772,Plain
id_104407,15,220.830320662296,Tonle Sap
id_104419,12,186.448500428449,Phnom Penh
id_104422,14,89.1151919284643,Plain
id_104429,1,238.415835658641,Tonle Sap
id_104437,2,89.211277894632,Tonle Sap
id_104438,5,143.420791328438,Mountain
id_104446,21,91.0727558422502,Plain
id_104454,4,109.712131151732,Tonle Sap
id_104455,14,158.872027557861,Plain
id_104456,2,36.3259298505082,Tonle Sap
id_104473,20,331.548576346416,Plain
id_104476,17,148.295817146692,Tonle Sap
id_104492,17,259.332918837587,Tonle Sap
id_104505,15,142.447023781101,Tonle Sap
id_104515,17,141.9506503111,Tonle Sap
id_104516,7,122.475800820523,Coastal
id_104529,6,129.548674088528,Tonle Sap
id_104556,4,212.059483909757,Tonle Sap
id_104557,1,104.848745857052,Tonle Sap
id_104566,24,23.9728360765022,Tonle Sap
id_104569,9,47.0379549666137,Coastal
id_104575,21,75.0865806146213,Plain
id_104580,6,117.564873391713,Tonle Sap
id_104616,17,136.169854597074,Tonle Sap
id_104623,20,80.3143918980016,Plain
id_104635,14,35.3721113524039,Plain
id_104651,15,188.759427546471,Tonle Sap
id_104659,23,46.0314575971001,Coastal
id_104673,2,35.8323710210175,Tonle Sap
id_104700,5,74.52395065537721,Mountain
id_104710,14,190.562656656076,Plain
id_104712,20,51.6728624343759,Plain
